0,1,30647252E-09
222,0464586,0,0987607712
222,2563814,0,100538665
222,4663697,0,100004146
222,6863566,0,0986522461
222,8964337,0,0989890366
223,1063307,0,099111553
223,3162994,0,0986951823
223,5263049,0,100151906
223,7362923,0,101041019
223,9464593,0,0990686167
224,156266,0,0983837094
224,3662541,0,0983791567
224,5762414,0,0984211676
224,7963022,0,0984938631
225,0062143,0,098599316
225,2162014,0,0992721938
225,4261887,0,100904253
225,6361758,0,0989415106
225,8462274,0,0984347888
226,056151,0,100446426
226,266138,0,115149133
226,4761242,0,124981276
226,6861125,0,113854419
226,8961668,0,100071363
227,1060868,0,0985343565
227,3160727,0,0987241643
227,5260617,0,0985610065
227,7360479,0,0983379231
227,9660336,0,098620266
228,1660206,0,0985891742
228,3660094,0,100277679
228,5759962,0,100141875
228,7960592,0,0986616847
229,0059692,0,0985826597
229,2159574,0,0984079166
229,4259434,0,0998665648
229,6359313,0,102124679
229,8459858,0,101334318
230,0559053,0,0986804137
230,2658918,0,0982180717
230,4758309,0,098247979
230,6858662,0,0983788976
230,8959286,0,0984315315
231,1058407,0,098673085
231,3158278,0,0992488009
231,5258154,0,101073037
231,7358028,0,0991017443
231,9459642,0,0983023896
232,1557763,0,0980935196
232,3657634,0,10127691
232,5757504,0,102193525
232,7857375,0,0997393106
232,9957942,0,09911692
233,2057127,0,0989660879
233,4156991,0,0988635961
233,6256868,0,0987822763
233,8356732,0,0985835111
234,04572,0,0992360681
234,265648,0,10297515
234,4756342,0,102730413
234,6856213,0,0988194384
234,8956567,0,0987041397
235,105595,0,0986934057
235,3155823,0,0985365033
235,5255698,0,100472706
235,7355555,0,102137152
235,9456852,0,0989902951
236,1555311,0,0985756641
236,3755175,0,0983696811
236,575506,0,098335184
236,7955033,0,101705606
237,0054831,0,113373496
237,2154664,0,103624857
237,4254534,0,101308927
237,6354409,0,0990398198
237,845502,0,0982565293
238,0554147,0,0984660286
238,2654016,0,0989404742
238,4753893,0,101977363
238,6853775,0,102323444
238,9053627,0,0995037535
239,11535,0,0984866454
239,3253376,0,0986736402
239,5454138,0,0987927883
239,7553105,0,0987060274
239,9652449,0,0984394525
240,1952864,0,100264984
240,3852204,0,102698803
240,5953844,0,116075371
240,8052471,0,10854735
241,0152004,0,103112398
241,2251688,0,124530926
241,4351543,0,135128223
241,6452223,0,108535173
241,855129,0,100922575
242,0651163,0,0988551939
242,2751199,0,0984282373
242,4850909,0,0984951216
242,6951735,0,0986851886
242,9050831,0,0985549733
243,1250705,0,0984238696
243,3350715,0,0994932785
243,5451303,0,103180355
243,7650275,0,100226193
243,975022,0,0983617971
244,1950555,0,0983049806
244,4049876,0,0989317019
244,6049796,0,102676706
244,8149516,0,100806017
245,0249529,0,0988196605
245,2349444,0,0987358237
245,444988,0,0985080025
245,6548946,0,0986125671
245,8749046,0,0988883955
246,0848886,0,0987855335
246,2949017,0,0985284342
246,5048969,0,100393644
246,71485,0,100627018
246,9248186,0,0985723698
247,1348246,0,0985292115
247,3448542,0,0985194398
247,5547971,0,10233899
247,7647834,0,10130604
247,9747707,0,0988983523
248,184741,0,0984236846
248,3948051,0,0984890513
248,6247359,0,0985364662
248,8147192,0,0986740103
249,0247063,0,0991234715
249,234697,0,101018626
249,4448473,0,0991823978
249,6546526,0,0983601315
249,8746588,0,0985888781
250,0846321,0,0984852018
250,2946606,0,098662647
250,5045993,0,101275207
250,7146076,0,102138041
250,9245919,0,0998102295
251,1346115,0,0985775148
251,3445793,0,0989405482
251,5545547,0,099029826
251,764524,0,0996237899
251,9745272,0,110942305
252,184516,0,117491231
252,3945984,0,102914299
252,614474,0,0986666445
252,8345094,0,0987446701
253,0344645,0,0985687055
253,234465,0,0997484901
253,4445261,0,101975808
253,654437,0,101114529
253,8643949,0,0988321342
254,0744008,0,0987310119
254,284418,0,0987541086
254,4944511,0,0985597851
254,7043949,0,0983970345
254,914382,0,0983858562
255,1243477,0,0984003287
255,3343558,0,0991158466
255,5444266,0,101238822
255,7643278,0,0995171155
255,9743176,0,0985682613
256,1842509,0,105091796
256,3943633,0,114242919
256,6042782,0,117259931
256,8142631,0,11716784
257,0443806,0,108887657
257,2341966,0,0988464956
257,4442462,0,0985494582
257,6541615,0,0988873221
257,8741482,0,100449017
258,0841508,0,100459455
258,2942552,0,100556987
258,5041621,0,100751977
258,7141327,0,0987557743
258,9240945,0,0986802287
259,1341238,0,0986054974
259,3441679,0,0985853247
259,5541013,0,10073062
259,7640853,0,10312328
259,9740723,0,0991480858
260,1840089,0,09876562
260,394202,0,098612345
260,6040316,0,0986824865
260,814003,0,0986724557
261,0339655,0,098720796
261,2339821,0,0992731562
261,4440693,0,101302375
261,6539164,0,0996532531
261,8639564,0,0991417194
262,0739097,0,0987407096
262,2839284,0,101145732
262,4940015,0,102184641
262,7038958,0,0998661947
262,9138379,0,0985232893
263,1238246,0,09837738
263,3338315,0,0985495692
263,5438519,0,098710173
263,7537883,0,0987098399
263,9637757,0,0986751578
264,1737798,0,0988420539
264,3837471,0,100379209
264,5937808,0,100618986
264,8037248,0,0985960588
265,0137104,0,0984420805
265,223696,0,0983820438
265,4336859,0,102340655
265,6536722,0,101757426
265,8636592,0,0995908844
266,0636463,0,0987257189
266,2736342,0,0987277177
266,4836185,0,0988216592
266,693652,0,0989183028
266,903596,0,0987354906
267,12358,0,0992795226
267,3436584,0,101423411
267,5535745,0,0994316872
267,7635403,0,0999810492
267,9735274,0,111705756
268,1835693,0,106654158
268,3935942,0,0990950817
268,6034893,0,101844335
268,8135303,0,100534631
269,0234954,0,0985514199
269,2334514,0,0986458797
269,4436866,0,0987495559
269,6534378,0,0993990408
269,8734501,0,0986232271
270,0834079,0,098723387
270,283405,0,100393977
270,4934717,0,100817307
270,7034152,0,098855416
270,9134021,0,0990241629
271,1233528,0,107293797
271,3333248,0,115951337
271,5434341,0,122859115
271,753351,0,119901399
271,9633383,0,102528057
272,1733255,0,0987674707
272,3832596,0,0988441267
272,5932724,0,0987469279
272,803235,0,0988204378
273,0132716,0,0987297534
273,2232586,0,0986643867
273,4489598,0,0992909599
273,6641325,0,101391505
273,8683261,0,0999313393
274,0850981,0,0987196116
274,2952278,0,0989486913
274,495193,0,10108688
274,7051132,0,102179422
274,9150999,0,100174743
275,1250874,0,0987078781
275,3350214,0,098667977
275,5451603,0,0986053493
275,7649967,0,0986670887
275,9750347,0,0987460396
276,1850219,0,0987857186
276,4049555,0,100243108
276,6149957,0,100884154
276,8249833,0,0988961314
277,0349384,0,0987779087
277,2449633,0,0987554412
277,4549099,0,100217013
277,6648967,0,102554559
277,874885,0,0987065456
278,1048689,0,0985256211
278,304858,0,0987115425
278,5048454,0,0987085814
278,7148323,0,0986053493
278,9248199,0,09872335
279,134808,0,0993632853
279,3448353,0,101862397
279,5547831,0,100106194
279,7647681,0,0988174396
279,9747557,0,0989838176
280,1847423,0,100790842
280,4047103,0,1022811
280,6146996,0,10230031
280,8247032,0,100271757
281,0346907,0,0987460766
281,2448605,0,100048193
281,4546653,0,0999676871
281,6646525,0,0988082601
281,8746231,0,106519575
282,0846103,0,11144229
282,2946484,0,101702571
282,5145996,0,10105068
282,7245865,0,0989516154
282,9345739,0,0988409065
283,1446759,0,0997292798
283,3545302,0,101799807
283,5645353,0,102681258
283,774524,0,101809171
283,9845091,0,0990990422
284,194596,0,0986715304
284,4044844,0,0990888634
284,6144519,0,099019314
284,8244584,0,0987764281
285,0344259,0,0986745655
285,2445613,0,0990913803
285,4544202,0,101164646
285,6643896,0,0997552267
285,8743949,0,0986753428
286,0843628,0,0995144135
286,2944084,0,116524536
286,5043549,0,120609995
286,7243227,0,10218342
286,9343115,0,0992210034
287,1343182,0,0987622517
287,3444209,0,0988591174
287,5542917,0,0988717762
287,7642592,0,0988414617
287,9742658,0,0991177343
288,1842353,0,0997359053
288,3942652,0,101156392
288,6042089,0,101318328
288,8141975,0,0991657415
289,0242009,0,0989195613
289,2341902,0,0989831884
289,4442189,0,09957656
289,6541622,0,1020317
289,8741312,0,101796846
290,0841362,0,0994590405
290,2941617,0,0988644844
290,5041108,0,099011356
290,7140976,0,0989579448
290,934085,0,0989774142
291,1441083,0,0991860252
291,3441398,0,101407791
291,5540462,0,100219234
291,7640134,0,0991013741
291,9740197,0,0990076546
292,1839892,0,0992536128
292,3941545,0,101216947
292,6039811,0,102427786
292,8139688,0,100571423
293,023939,0,0990212388
293,2339427,0,0988233989
293,4440198,0,0987552561
293,6539178,0,0987586244
293,8739038,0,0989814487
294,0838906,0,0989959952
294,2939267,0,100083578
294,5038651,0,100953555
294,7138517,0,0990816827
294,9338391,0,0988910975
295,1439001,0,0989117883
295,3438817,0,100152979
295,5537839,0,102640432
295,7637702,0,0994958325
295,9837556,0,0988295432
296,1938118,0,0985871014
296,4037321,0,0986268175
296,6237183,0,100521861
296,8437639,0,112927552
297,0536915,0,106080292
297,263697,0,0991868395
297,4836828,0,101225719
297,6937282,0,100076175
297,9036407,0,099003287
298,1136459,0,0990224602
298,3236166,0,0991184376
298,5336192,0,101067077
298,7436606,0,10070149
298,9735921,0,0989440646
299,1735789,0,0987318632
299,3735671,0,0987598458
299,5835538,0,09955276
299,7936431,0,0995543886
300,0035295,0,0988734048
300,2134972,0,0988537874
300,4234851,0,100945671
300,6334721,0,1134446
300,8435925,0,10747709
301,0534474,0,100734432
301,2634325,0,122012493
301,4834392,0,129712259
301,6934613,0,109630972
301,9033944,0,101891713
302,1133991,0,0997057019
302,3233684,0,0991408681
302,5333733,0,0988513445
302,7434159,0,0989053479
302,9533469,0,0991691468
303,1733342,0,101672071
303,3733225,0,102177239
303,5832919,0,0998658245
303,793328,0,098913491
304,0032833,0,0990625094
304,2132525,0,0988647435
304,4232573,0,0991039651
304,6332359,0,101947271
304,8433023,0,101325472
305,0532,0,0990618802
305,2632066,0,0988467917
305,4731758,0,0986720486
305,6831804,0,0990749831
305,89317,0,098979598
306,1031547,0,0987528872
306,3131415,0,0988367239
306,5231289,0,101224683
306,7330982,0,09941281
306,9431823,0,0990365626
307,1530902,0,098905718
307,3630773,0,102252155
307,5830467,0,102030959
307,7930925,0,0995028651
307,9930922,0,098982263
308,2030253,0,0986449913
308,4129967,0,0986073851
308,6229842,0,0987149108
308,8329869,0,0989140092
309,04313,0,0991079996
309,2529618,0,0992061238
309,4629485,0,101087361
309,6729185,0,09990939
309,8829235,0,0988103699
310,0930173,0,0989443607
310,3028978,0,0989757115
310,5128839,0,100913913
310,7228521,0,102625108
310,9328588,0,100981908
311,142888,0,0992011639
311,352822,0,0989537252
311,5628167,0,098527805
311,7727887,0,0985789583
311,9827882,0,114015356
312,1928667,0,102681666
312,4027644,0,10147797
312,6127397,0,0992756731
312,8227783,0,0990308624
313,0327292,0,0988901351
313,2427714,0,0988098517
313,4527006,0,0998767807
313,6626737,0,102862109
313,8726744,0,0999054295
314,0826617,0,0991146992
314,2927142,0,0990142431
314,5026212,0,0990601405
314,7126419,0,0992193748
314,9226054,0,0990665439
315,1325826,0,0989535031
315,3426322,0,0991826569
315,5625682,0,101245374
315,7725466,0,100369548
315,9925752,0,102473758
316,1925859,0,120127739
316,4125045,0,122470541
316,6124976,0,108569781
316,8224936,0,102823355
317,0324831,0,0990438543
317,2425474,0,0987832017
317,4524647,0,0989507271
317,6624814,0,0990762786
317,8724159,0,0989017205
318,092651,0,0988180689
318,3024149,0,0987817211
318,5123765,0,100065663
318,7223637,0,101992687
318,9323502,0,100340714
319,1423982,0,0989931081
319,3523782,0,0989342929
319,5623622,0,0996633209
319,7723452,0,102422642
319,9823007,0,102517397
320,19234,0,0998584587
320,4022763,0,0988335777
320,6322609,0,0988947619
320,8222364,0,0990627315
321,0322362,0,0992211144
321,2422635,0,101146324
321,452198,0,100190697
321,6621849,0,0989725654
321,872224,0,0990673212
322,0922342,0,0989485062
322,3021964,0,0990385984
322,5121644,0,102271994
322,7221196,0,105283047
322,9321242,0,102508847
323,1421792,0,099124841
323,3520876,0,0987858297
323,5620821,0,0989247062
323,7720694,0,0988723684
323,9820547,0,0988833246
324,1920991,0,0989667912
324,4020147,0,100084799
324,6120126,0,0992800408
324,8319949,0,099050924
325,042106,0,0989721582
325,2420859,0,0995857765
325,4519505,0,102160656
325,6619388,0,102132082
325,8719409,0,0995357706
326,0819264,0,0988373161
326,2920832,0,099053515
326,5019393,0,09891623
326,711898,0,100001074
326,9218775,0,111834565
327,131862,0,108504895
327,3419098,0,101589345
327,5518372,0,100248105
327,7618624,0,0988807336
327,9717953,0,098942584
328,1817991,0,0991504177
328,3918422,0,0992346246
328,6017576,0,101607112
328,8117601,0,103228659
329,0217329,0,0990391906
329,2418011,0,099035119
329,441853,0,0990256434
329,6517092,0,0992572401
329,8616809,0,0991796958
330,0717198,0,099064175
330,2817077,0,0999773848
330,49173,0,101448359
330,701662,0,0993425204
330,9116696,0,0991475676
331,1216054,0,105930237
331,3316432,0,129948223
331,541663,0,127516255
331,7515647,0,10705154
331,9615678,0,100030315
332,1715384,0,098963608
332,3815413,0,0989673094
332,5915772,0,0989719361
332,8115514,0,0989464705
333,0215156,0,0988259899
333,2315272,0,0992713795
333,4514756,0,101247113
333,6614627,0,100656407
333,8614362,0,0990442615
334,0714461,0,0988974639
334,2814624,0,098929333
334,4914472,0,100688868
334,7014368,0,102560926
334,9113722,0,101056713
335,1214111,0,0989817818
335,3313597,0,0990425588
335,5414252,0,0992078634
335,7513341,0,0995081951
335,9613222,0,0997124385
336,1713084,0,0989998447
336,3812955,0,101448507
336,591425,0,099362693
336,801266,0,0991288385
337,0112958,0,0990810904
337,221281,0,0989786727
337,4312712,0,0992988439
337,6412893,0,102254413
337,8612436,0,0996499218
338,061231,0,0988588213
338,2812178,0,099066655
338,4912755,0,0989443237
338,7011923,0,0988225105
338,9111777,0,0987832017
339,1211349,0,0989855573
339,3311106,0,101146361
339,5411552,0,100577715
339,7510908,0,0990538851
339,9610632,0,0991578205
340,1710613,0,0992103804
340,3810693,0,0991367965
340,5911501,0,101894526
340,8010261,0,102859555
341,0109968,0,0991990911
341,2209998,0,0988750334
341,4309711,0,0991243968
341,6410181,0,0998862192
341,8509456,0,100655704
342,060935,0,0989620534
342,2809197,0,100097088
342,4909514,0,101864544
342,691027,0,0995151538
342,9009325,0,0991065191
343,1108784,0,0991196961
343,3209069,0,100113892
343,5308429,0,104793093
343,7409499,0,103321786
343,9508704,0,0999293406
344,1608044,0,0990708746
344,3707915,0,0990855321
344,5807938,0,0991506398
344,7910231,0,0990368587
345,0007529,0,0992401767
345,2107569,0,0990579197
345,420728,0,0991175122
345,6407674,0,101275873
345,8507539,0,100640898
346,0607035,0,0990512571
346,2707164,0,124471593
346,490716,0,113997368
346,6907405,0,104788762
346,9006893,0,103316715
347,1106434,0,0993539577
347,3206617,0,0994441239
347,5306518,0,0993345624
347,7406788,0,0990695791
347,9506261,0,099056032
348,160576,0,0998324749
348,3705519,0,101812021
348,5805871,0,101989837
348,7906191,0,0996313037
349,0005444,0,0991077405
349,2104949,0,0990590301
349,420483,0,0989527258
349,6405971,0,0998992852
349,850509,0,103385265
350,0604485,0,100626907
350,27043,0,0987829055
350,4804324,0,0991893194
350,7004181,0,0990969694
350,9003914,0,0994768443
351,1103942,0,0990174633
351,3204009,0,100904364
351,5304058,0,100528634
351,7404853,0,0991455318
351,950338,0,0991444584
352,1703136,0,0991129595
352,3803292,0,100744093
352,5903831,0,103906385
352,800275,0,103294988
353,0102767,0,0994142906
353,2202638,0,0992239645
353,4302895,0,0991537119
353,6402879,0,0990071364
353,8503719,0,0990265318
354,0602124,0,0990946746
354,2702395,0,099721692
354,4801731,0,1016147
354,6902969,0,0995664552
354,9001473,0,0989824111
355,1201329,0,0991296528
355,3201352,0,0996596935
355,530109,0,101924063
355,740188,0,102262889
355,9501347,0,100028908
356,1600875,0,0990261616
356,3700571,0,0990450018
356,5800596,0,0997810624
356,7900673,0,111027474
357,000029,0,110058114
357,2100193,0,0996940425
357,4200191,0,101110865
357,6299922,0,10065748
357,8401185,0,0990713558
358,0500047,0,0991205104
358,2599524,0,0991469014
358,4699279,0,0990986721
358,6799148,0,101472566
358,8900052,0,10273219
359,0999407,0,100642267
359,3099286,0,0992564628
359,5298746,0,0990214238
359,7399241,0,0990889744
359,9498535,0,0990533299
360,1598363,0,0990900848
360,3698651,0,100407525
360,5798346,0,113165033
360,7900146,0,115976692
360,9997728,0,101504805
361,2097596,0,110814088
361,4197611,0,124560168
361,6297703,0,112159585
361,8397495,0,102792893
362,0497084,0,100283491
362,2597082,0,0992792264
362,4696827,0,0993505895
362,6796708,0,0992724159
362,88978,0,0990819047
363,0996583,0,0989398079
363,3096376,0,0990767598
363,5196397,0,100975949
363,7496564,0,0993325636
363,949608,0,0992095661
364,1595804,0,09910378
364,3595782,0,0992070491
364,5696068,0,100597444
364,7795752,0,102509291
364,9995806,0,101386101
365,2095677,0,0992995101
365,4195384,0,0991017813
365,6395515,0,0992144889
365,849579,0,0989893697
366,0595151,0,0992607194
366,2694499,0,0997292058
366,4794443,0,101643608
366,6894861,0,0997153626
366,8994114,0,0991229163
367,1094135,0,0991105906
367,3193976,0,0992359571
367,5293767,0,105052598
367,7593587,0,101933649
367,9593981,0,0990818677
368,1593883,0,0991052236
368,3693486,0,0990875309
368,5793086,0,0991826939
368,789423,0,0990619912
368,9992849,0,0988566004
369,2093229,0,0990703564
369,4193091,0,10089648
369,6292972,0,101022512
369,839369,0,0992166728
370,0492327,0,0991849888
370,2592065,0,099230553
370,4692258,0,100433101
370,6791946,0,102550932
370,8893297,0,10165523
371,0992077,0,0992852227
371,3091564,0,0990383763
371,5191283,0,0990544774
371,7291274,0,0989914055
371,9392317,0,102633621
372,1490982,0,105219494
372,3691307,0,101476748
372,5690669,0,0994766592
372,7791047,0,0991534898
372,989182,0,0991374628
373,1990282,0,0990750942
373,4090659,0,0997919075
373,6190528,0,103742043
373,8290396,0,10114873
374,0391081,0,099114403
374,2491007,0,0992044952
374,4593591,0,0993076902
374,6693551,0,0993101332
374,8894094,0,0990570313
375,0993147,0,098831727
375,3093529,0,0989258167
375,5192907,0,100686573
375,7292894,0,101015073
375,9393116,0,0991293567
376,1492482,0,0999393714
376,3592343,0,125114045
376,5692754,0,109457044
376,7892415,0,101640313
376,9893144,0,0993928225
377,1991981,0,0992397325
377,4091877,0,0991731813
377,6191852,0,0992845195
377,8291453,0,0991956118
378,0391752,0,0992072342
378,2491359,0,0991647051
378,4591056,0,0997593722
378,6691469,0,101607371
378,8790969,0,0996854552
379,0891113,0,0989676055
379,2990705,0,0988668533
379,509059,0,0992624961
379,7190837,0,102052612
379,9290336,0,104598066
380,1390825,0,101464164
380,3590066,0,0989902951
380,5689814,0,0993511077
380,7890134,0,0994453824
380,9990043,0,0992671599
381,1989563,0,100745352
381,4089409,0,100866017
381,6189161,0,0990188329
381,8289292,0,0990876049
382,038975,0,0990624354
382,248878,0,09889243
382,4688774,0,101029582
382,678902,0,10338149
382,8889241,0,0995546107
383,1088755,0,0994239883
383,3188209,0,0993082084
383,5288494,0,099209418
383,7389109,0,0991919104
383,9488236,0,0993117988
384,1588106,0,0993233842
384,3687618,0,0998847017
384,5787374,0,101846407
384,7887982,0,0989074207
385,0087592,0,0991626323
385,218729,0,0995116745
385,4186904,0,10196637
385,6286674,0,104323866
385,8387918,0,101235861
386,0486579,0,0990661368
386,2586824,0,0991289496
386,4686162,0,0990449277
386,6786188,0,0992741555
386,8886738,0,108432089
387,0985951,0,110698235
387,3086178,0,0998928448
387,518589,0,10140235
387,7285741,0,104106779
387,9386053,0,102431636
388,1485668,0,0993984116
388,3585537,0,0990963402
388,5685407,0,10053563
388,7784897,0,10289172
388,9885517,0,101807839
389,2084651,0,0991284314
389,4184888,0,0991324289
389,6284372,0,0992269627
389,8284658,0,0991554886
390,0384779,0,0991074814
390,2484225,0,0996119084
390,4583868,0,10173766
390,6683707,0,0999460339
390,8783986,0,0994896141
391,0884039,0,102709759
391,2983364,0,113536691
391,5083606,0,119835625
391,7183061,0,123935889
391,9282816,0,108923339
392,1384062,0,0994045189
392,3583092,0,0993576962
392,5682579,0,0992193378
392,7782473,0,0990792027
392,9883552,0,0988391668
393,2082205,0,0991016702
393,4282028,0,100885931
393,6282316,0,101275836
393,8281813,0,099135464
394,0384373,0,0993539948
394,2481904,0,0992821876
394,4681773,0,100223121
394,6781395,0,102443517
394,8883253,0,101670295
395,0981034,0,0993576962
395,3081112,0,10280718
395,5181146,0,100263688
395,7281004,0,0998193349
395,9382818,0,099275303
396,1480764,0,0990803872
396,3580631,0,09972184
396,5780511,0,101834563
396,7880653,0,100068809
396,9980049,0,0990818677
397,2080116,0,0991791776
397,4179968,0,101819905
397,6379994,0,102727489
397,8479732,0,100610028
398,0479232,0,0992606824
398,2579114,0,0991193999
398,4679171,0,0992725639
398,6779209,0,0992685664
398,8879381,0,0992131934
399,0978526,0,0991994983
399,3078822,0,101487038
399,5178693,0,102290909
399,72782,0,0993844943
399,9378817,0,0991861732
400,147782,0,0991768457
400,3578184,0,0999667617
400,5678062,0,10275214
400,7777416,0,103837576
400,9878006,0,0997979408
401,1977517,0,0993796455
401,4077032,0,0998106366
401,6177056,0,100980057
401,8376758,0,116165093
402,0476633,0,106167719
402,2576594,0,0998952877
402,45769,0,102441926
402,6676278,0,100192103
402,8776132,0,0990216459
403,0877275,0,0990487032
403,2976385,0,0993273817
403,5076254,0,101703385
403,7175793,0,102982034
403,9275777,0,100863833
404,1376589,0,0994686642
404,3475367,0,0990885673
404,5575608,0,0991435331
404,7674961,0,0993576221
404,9775347,0,099452415
405,1877667,0,0993067279
405,3974731,0,0991166239
405,6074964,0,100712409
405,817446,0,10156747
406,0274179,0,0995046048
406,2474201,0,121529571
406,4674439,0,124600069
406,6674317,0,125530046
406,8674196,0,10768522
407,0773546,0,0994537105
407,2874813,0,0991780672
407,4973807,0,0991152544
407,7073685,0,0994018539
407,917345,0,0993603982
408,1273419,0,0992257042
408,3373982,0,0998182985
408,5474055,0,102632992
408,7573045,0,100507722
408,9672915,0,099132688
409,1772282,0,0991676662
409,3872655,0,0991092211
409,5973223,0,0992931807
409,8072386,0,102682739
410,0172266,0,101600301
410,2271752,0,0993347475
410,4371649,0,0993869002
410,6472784,0,0994486396
410,8571236,0,0994584483
411,0771074,0,0991888382
411,2771124,0,100721922
411,4870885,0,101356046
411,6972019,0,0994452713
411,9070734,0,0993069499
412,1170983,0,0993982265
412,3270847,0,100243293
412,5470918,0,102558039
412,7570332,0,102206813
412,9670138,0,0998359912
413,1770324,0,0993511817
413,3870148,0,0992070861
413,5971928,0,0992688625
413,8069777,0,0993619898
414,0169611,0,0997228764
414,2269688,0,0994932785
414,4369557,0,0997205815
414,6470209,0,101738104
414,8569297,0,100617024
415,0669172,0,101204584
415,2969265,0,100906844
415,4868543,0,104471885
415,6969627,0,107963084
415,9068242,0,108036668
416,1168177,0,10338408
416,3268402,0,100196175
416,5368278,0,101147509
416,7468459,0,110151093
416,9567839,0,11528564
417,1667365,0,10071004
417,376742,0,100969656
417,5867285,0,102162396
417,7968624,0,0993456666
418,0067027,0,0990821638
418,2166914,0,0990539592
418,4366627,0,0991189188
418,646702,0,101574243
418,8566504,0,106317996
419,0666385,0,100789213
419,276607,0,0995039385
419,4967254,0,0998888843
419,6966701,0,0993950433
419,9065878,0,0994376094
420,116557,0,0996454801
420,3265463,0,100028945
420,5365297,0,110903847
420,7466127,0,121886904
420,9565566,0,104082424
421,1665448,0,104602434
421,3765303,0,114300253
421,586481,0,120596929
421,7965778,0,134683759
422,0064398,0,105793286
422,2164791,0,0995673805
422,4264125,0,0994890959
422,6364544,0,0994217304
422,8465326,0,0993347475
423,0564274,0,099259424
423,266416,0,0992572771
423,4763523,0,0991997574
423,6863482,0,100478777
423,9063292,0,0993982635
424,1163632,0,0992615338
424,31635,0,0992607565
424,526291,0,10004116
424,7362754,0,102570661
424,9463705,0,102205369
425,1562991,0,0992047913
425,3662869,0,0991622252
425,5762203,0,099140572
425,7862239,0,0990778702
425,9963438,0,0991095172
426,2062185,0,0995035314
426,4161745,0,101869393
426,6262095,0,102293648
426,8361969,0,10013388
427,046269,0,0993241985
427,2561333,0,0990766488
427,4661195,0,0992511698
427,676143,0,102764355
427,8860937,0,10246543
428,0962032,0,0995772263
428,3060678,0,099526258
428,526054,0,0992873325
428,7260329,0,0991843595
428,9360295,0,0991843595
429,1460927,0,0991992762
429,3560045,0,102353277
429,5659846,0,106100095
429,7759784,0,101300747
429,9860032,0,0993672088
430,1960728,0,0992195599
430,4059771,0,100197729
430,6159647,0,10322307
430,8259523,0,104446198
431,0460016,0,101339574
431,2559045,0,100190845
431,4659133,0,0995097127
431,6858616,0,0993194237
431,8958944,0,101100279
432,1058731,0,117471688
432,3158607,0,101987727
432,535821,0,100510238
432,7358345,0,0993532915
432,9460116,0,0993288622
433,1558094,0,0992810401
433,3657587,0,0994578561
433,5757838,0,101447285
433,7857712,0,103414432
433,9958229,0,101689135
434,2057446,0,0994637783
434,4157329,0,0992250749
434,6257187,0,0991596342
434,8356675,0,0991268398
435,0457089,0,099288628
435,255626,0,0992864442
435,4656272,0,100643933
435,6756169,0,102084889
435,8856054,0,099845948
436,0956332,0,0995784477
436,3055616,0,106348496
436,5155644,0,115817643
436,7255516,0,132717057
436,9456271,0,102728525
437,1456384,0,0993312311
437,3555512,0,0991543782
437,5655389,0,099188283
437,7754728,0,0993911938
437,9854974,0,0992619409
438,1955915,0,0992646429
438,4054502,0,0997702914
438,6154378,0,101887049
438,8254624,0,100649744
439,0354488,0,0996577317
439,2454398,0,102997247
439,4553813,0,102516842
439,665391,0,101647124
439,8753975,0,101938979
440,0853844,0,100072474
440,2954516,0,0991026326
440,5053219,0,0991156615
440,7153028,0,0992473574
440,9252967,0,0991102575
441,1352857,0,10055584
441,3652541,0,101686359
441,5652578,0,0994671466
441,7652617,0,0992344025
441,9752698,0,0993411139
442,1852569,0,0992625701
442,3953358,0,100070512
442,6052311,0,103157962
442,8151701,0,104749601
443,0251617,0,100642601
443,2351909,0,0994915018
443,4452795,0,0993976343
443,6551146,0,0994493429
443,865153,0,0997757694
444,0751054,0,0995666032
444,2851271,0,0995848882
444,4952075,0,101670776
444,7050587,0,100557209
444,9150575,0,0991015592
445,1250394,0,0992555375
445,3350168,0,0994906875
445,5451191,0,103979266
445,7549965,0,102655386
445,9750246,0,0995382875
446,1750114,0,0993063207
446,3849614,0,100087501
446,5950788,0,100439727
446,8049713,0,105717481
447,0149235,0,113807153
447,2249469,0,10149074
447,4349348,0,100318765
447,6449581,0,101784853
447,8548691,0,0996726114
448,0648571,0,0992933288
448,2748331,0,0992582025
448,4848344,0,0999470333
448,6949924,0,102434523
448,9048442,0,102535793
449,1148311,0,0999265275
449,3248188,0,0992056056
449,5348051,0,0993253829
449,74488,0,0992889981
449,9547801,0,0992580544
450,1847627,0,0994626309
450,3847164,0,101697204
450,5847064,0,100813679
450,7948702,0,103114211
451,0046806,0,102876359
451,2146677,0,109518413
451,424648,0,120668958
451,6346766,0,129204797
451,8447257,0,120283939
452,0546516,0,100996307
452,2646391,0,0993068389
452,4746254,0,0992824097
452,6846133,0,0995185961
452,8946843,0,0994434576
453,1045496,0,0995126368
453,3145721,0,0993453705
453,5245152,0,100284934
453,7345114,0,10167011
453,944654,0,0996509212
454,1544708,0,0991632245
454,3644603,0,0993457776
454,5844484,0,103731605
454,8044828,0,100734469
454,9945131,0,100658035
455,2044587,0,0998152634
455,4143949,0,0993796825
455,6244033,0,0993195717
455,8343825,0,0991621881
456,0444409,0,0991015962
456,2643402,0,099423285
456,4843798,0,101646273
456,6944043,0,100736764
456,9043089,0,100510053
457,1143048,0,100242849
457,3243287,0,0994837289
457,5343111,0,101499364
457,7443908,0,104519485
457,9542893,0,103125427
