Wall time,Step,Value
1750579029.2093883,3146,-6.037006855010986
1750579031.1422963,3200,-8.763269424438477
1750579031.844005,3218,-8.87097454071045
1750579032.7652225,3242,-8.081914901733398
1750579033.652466,3266,-11.274709701538086
1750579033.776868,3269,-7.771940231323242
1750579037.0766892,3357,-8.97739028930664
1750579038.9702759,3405,-7.919323921203613
1750579041.119683,3462,-7.756162643432617
1750579041.9787629,3484,-7.682956218719482
1750579042.2866306,3492,-9.209802627563477
1750579042.6444404,3501,-9.256048202514648
1750579043.9197097,3527,-8.673209190368652
1750579045.5126534,3567,-6.243112087249756
1750579045.6088827,3570,-9.711370468139648
1750579046.7621987,3601,-10.35479736328125
1750579047.3718376,3617,-9.10354995727539
1750579048.8669758,3655,-7.153651237487793
1750579048.9837015,3658,-7.8534064292907715
1750579049.1412473,3662,-5.799205780029297
1750579049.4420564,3669,-7.289496421813965
1750579049.54987,3672,-10.728036880493164
1750579050.237027,3691,-5.580163955688477
1750579051.0891807,3713,-8.316550254821777
1750579053.0157642,3762,-7.473272323608398
1750579053.7771523,3783,-8.31060791015625
1750579056.246968,3849,-11.977616310119629
1750579056.3181171,3851,-9.67198371887207
1750579058.30027,3903,-8.000082015991211
1750579058.7879667,3916,-10.934898376464844
1750579059.0203927,3922,-8.075496673583984
1750579059.454753,3934,-8.530126571655273
1750579059.5603838,3937,-8.342864990234375
1750579061.0346627,3976,-5.994418144226074
-1,4000,-7.0930114
1750579062.4588068,4013,-7.5092082023620605
1750579062.8731096,4024,-7.640173435211182
1750579063.2732816,4035,-10.384115219116211
1750579063.5008194,4041,-7.670238971710205
1750579063.7578773,4048,-9.357076644897461
1750579065.1908693,4085,-7.3756327629089355
1750579066.092808,4110,-7.881348609924316
1750579066.543835,4122,-9.245980262756348
1750579066.67246,4125,-8.704434394836426
1750579067.5429544,4147,-9.532426834106445
1750579068.933012,4182,-8.731523513793945
1750579069.3087378,4193,-8.327634811401367
1750579070.6314096,4228,-9.02271842956543
1750579071.7301116,4258,-10.660711288452148
1750579074.0003734,4319,-8.310466766357422
1750579074.3441408,4329,-10.819768905639648
1750579078.97712,4455,-6.254275798797607
1750579081.9259853,4536,-6.622945308685303
1750579082.083454,4540,-7.46196985244751
1750579083.1125548,4565,-8.187858581542969
1750579085.0147684,4613,-9.94006061553955
1750579086.5112484,4650,-10.079927444458008
1750579088.0815473,4691,-8.512838363647461
1750579088.155442,4693,-7.076141834259033
1750579088.3734813,4699,-7.423239707946777
1750579088.7249484,4708,-10.7136812210083
1750579089.616213,4731,-7.499185562133789
1750579091.4864328,4778,-9.420842170715332
1750579093.7072213,4833,-7.958956718444824
1750579093.807351,4836,-7.259627342224121
1750579093.8451307,4837,-8.923913955688477
1750579094.1659386,4845,-10.410764694213867
1750579095.6712148,4883,-10.302505493164062
1750579096.731131,4911,-8.40438175201416
1750579097.4280844,4930,-7.501945495605469
1750579098.1829922,4950,-8.426673889160156
1750579099.4365923,4981,-9.77936840057373
1750579103.2287827,5080,-7.8141069412231445
1750579103.565176,5089,-8.203871726989746
1750579103.643473,5091,-8.064851760864258
1750579105.2428863,5133,-6.3882365226745605
