Episode: 0; Score: -0.2; Action: [2 1 1 2 2]
Episode: 1; Score: -0.15000000000000002; Action: [2 2 0 0 0]
Episode: 2; Score: -0.3500000000000001; Action: [0 0 0 2 0]
Episode: 3; Score: -0.55; Action: [1 1 2 0 1]
Episode: 4; Score: 1.0; Action: [0 0 0 0 0]
Episode: 5; Score: 0.04999999999999999; Action: [2 0 2 0 0]
Episode: 6; Score: -0.15000000000000002; Action: [1 2 2 2 1]
Episode: 7; Score: -0.3500000000000001; Action: [0 2 2 1 2]
Episode: 8; Score: -0.6000000000000001; Action: [1 1 1 1 1]
Episode: 9; Score: -0.25; Action: [2 2 1 0 2]
Episode: 10; Score: -0.9500000000000002; Action: [0 2 1 1 1]
Episode: 11; Score: -1.1500000000000001; Action: [1 2 2 2 1]
Episode: 12; Score: -1.4000000000000001; Action: [1 1 1 1 1]
Episode: 13; Score: -1.8; Action: [1 0 0 0 0]
Episode: 14; Score: -1.5; Action: [2 0 1 1 0]
Episode: 15; Score: -1.7000000000000002; Action: [2 0 2 2 1]
Episode: 16; Score: 1.0; Action: [0 0 0 0 0]
Episode: 17; Score: -0.2; Action: [0 2 2 0 1]
Episode: 18; Score: 0.35; Action: [0 2 1 2 2]
Episode: 19; Score: -0.10000000000000009; Action: [0 0 1 0 2]
Episode: 20; Score: -0.6000000000000001; Action: [2 1 1 2 2]
Episode: 21; Score: -1.0; Action: [0 0 0 0 1]
Episode: 22; Score: -1.2000000000000002; Action: [1 2 2 1 1]
Episode: 23; Score: -1.1500000000000001; Action: [0 2 1 0 1]
Episode: 24; Score: -1.4000000000000001; Action: [1 1 1 1 1]
Episode: 25; Score: -1.55; Action: [1 2 1 1 1]
Episode: 26; Score: 1.0; Action: [2 1 1 2 1]
Episode: 27; Score: 0.04999999999999999; Action: [1 0 0 2 0]
Episode: 28; Score: -0.2; Action: [2 1 1 2 2]
Episode: 29; Score: -0.3500000000000001; Action: [1 2 1 0 1]
Episode: 30; Score: -0.55; Action: [0 2 0 2 1]
Episode: 31; Score: -0.75; Action: [0 1 2 1 1]
Episode: 32; Score: -1.2000000000000002; Action: [2 1 2 2 2]
Episode: 33; Score: -0.6500000000000001; Action: [2 1 1 0 1]
Episode: 34; Score: -1.1; Action: [2 1 2 0 1]
Episode: 35; Score: 1.0; Action: [0 0 0 0 0]
Episode: 36; Score: -0.2; Action: [0 0 0 0 0]
Episode: 37; Score: 0.35; Action: [1 1 2 2 2]
Episode: 38; Score: -0.10000000000000009; Action: [1 2 2 2 2]
Episode: 39; Score: -0.30000000000000004; Action: [0 1 1 1 0]
Episode: 40; Score: -0.8; Action: [2 1 2 2 2]
Episode: 41; Score: -0.9500000000000002; Action: [0 2 1 0 0]
Episode: 42; Score: -1.4000000000000001; Action: [0 0 0 1 0]
Episode: 43; Score: -1.35; Action: [0 1 2 0 0]
Episode: 44; Score: -1.6; Action: [0 0 0 0 0]
Episode: 45; Score: -1.5; Action: [1 2 1 1 2]
Episode: 46; Score: -1.9500000000000002; Action: [1 0 1 1 1]
Episode: 47; Score: -1.9000000000000004; Action: [2 2 0 2 1]
Episode: 48; Score: -2.4; Action: [0 0 0 0 0]
Episode: 49; Score: -2.5500000000000003; Action: [1 0 1 1 1]
Episode: 50; Score: -2.75; Action: [0 0 0 2 1]
Episode: 51; Score: -2.7; Action: [0 1 1 1 1]
Episode: 52; Score: -3.2; Action: [0 0 0 0 0]
Episode: 53; Score: -2.85; Action: [0 1 1 2 1]
Episode: 54; Score: -3.8000000000000003; Action: [0 2 0 0 1]
Episode: 55; Score: -3.5; Action: [1 1 2 2 1]
Episode: 56; Score: -4.0; Action: [1 1 1 1 1]
Episode: 57; Score: -4.15; Action: [1 0 0 1 2]
Episode: 58; Score: -4.6000000000000005; Action: [1 2 0 0 1]
Episode: 59; Score: 1.0; Action: [2 0 1 2 2]
Episode: 60; Score: 0.0; Action: [2 1 1 2 2]
Episode: 61; Score: 0.09999999999999998; Action: [0 0 1 1 2]
Episode: 62; Score: -0.3500000000000001; Action: [1 0 1 1 0]
Episode: 63; Score: -0.30000000000000004; Action: [1 0 0 2 2]
Episode: 64; Score: 1.0; Action: [1 1 1 1 1]
Episode: 65; Score: 0.04999999999999999; Action: [1 2 1 0 1]
Episode: 66; Score: 0.35; Action: [0 1 1 0 2]
Episode: 67; Score: -0.3500000000000001; Action: [2 2 0 0 1]
Episode: 68; Score: -0.8; Action: [2 1 1 2 2]
Episode: 69; Score: -0.75; Action: [1 1 2 1 1]
Episode: 70; Score: -0.7000000000000002; Action: [2 0 2 0 2]
Episode: 71; Score: -0.9000000000000001; Action: [2 1 0 1 0]
Episode: 72; Score: 1.0; Action: [0 0 0 0 0]
Episode: 73; Score: 0.04999999999999999; Action: [0 1 2 1 0]
Episode: 74; Score: 0.35; Action: [1 1 1 0 2]
Episode: 75; Score: -0.10000000000000009; Action: [1 1 0 2 1]
Episode: 76; Score: -0.6000000000000001; Action: [1 1 1 1 1]
Episode: 77; Score: -1.0; Action: [1 0 0 1 1]
Episode: 78; Score: -0.7000000000000002; Action: [2 2 0 2 1]
Episode: 79; Score: -0.9000000000000001; Action: [0 1 1 0 0]
Episode: 80; Score: -1.4000000000000001; Action: [2 1 2 2 2]
Episode: 81; Score: -1.55; Action: [0 1 2 1 0]
Episode: 82; Score: -1.5; Action: [1 0 1 0 2]
Episode: 83; Score: -1.4500000000000002; Action: [1 2 1 2 2]
Episode: 84; Score: -2.2; Action: [0 0 0 0 0]
Episode: 85; Score: -1.85; Action: [2 0 1 0 2]
Episode: 86; Score: -2.3000000000000003; Action: [0 1 2 0 2]
Episode: 87; Score: -2.75; Action: [0 1 0 1 0]
Episode: 88; Score: 1.0; Action: [1 1 1 1 1]
Episode: 89; Score: 0.3; Action: [0 2 1 2 1]
Episode: 90; Score: 0.09999999999999998; Action: [1 1 2 2 0]
Episode: 91; Score: -0.3500000000000001; Action: [0 1 2 1 0]
Episode: 92; Score: 1.0; Action: [1 1 1 1 1]
Episode: 93; Score: 0.55; Action: [2 1 2 2 0]
Episode: 94; Score: -0.15000000000000002; Action: [0 2 0 0 2]
Episode: 95; Score: -0.10000000000000009; Action: [1 2 1 2 0]
Episode: 96; Score: -0.6000000000000001; Action: [1 1 1 1 1]
Episode: 97; Score: -0.5; Action: [1 1 0 0 2]
Episode: 98; Score: -1.2000000000000002; Action: [0 0 2 1 1]
Episode: 99; Score: -1.1500000000000001; Action: [0 2 0 2 0]
Episode: 100; Score: -1.6; Action: [2 1 2 2 2]
Episode: 101; Score: -1.3; Action: [1 1 2 2 1]
Episode: 102; Score: -1.5; Action: [2 2 2 2 0]
Episode: 103; Score: -1.4500000000000002; Action: [0 1 1 2 1]
Episode: 104; Score: -2.2; Action: [0 0 0 0 0]
Episode: 105; Score: -2.6; Action: [0 2 0 0 1]
Episode: 106; Score: -2.3000000000000003; Action: [2 2 2 1 2]
Episode: 107; Score: -2.5; Action: [0 0 1 1 2]
Episode: 108; Score: -3.0; Action: [0 0 0 0 0]
Episode: 109; Score: -3.1500000000000004; Action: [1 1 0 0 0]
Episode: 110; Score: -3.1; Action: [1 1 0 2 0]
Episode: 111; Score: -3.8000000000000003; Action: [0 2 0 1 1]
Episode: 112; Score: -3.8; Action: [0 0 0 0 0]
Episode: 113; Score: -4.2; Action: [0 2 2 1 1]
Episode: 114; Score: -4.15; Action: [0 1 2 1 0]
Episode: 115; Score: -4.3500000000000005; Action: [2 2 2 0 1]
Episode: 116; Score: -4.800000000000001; Action: [2 1 2 2 2]
Episode: 117; Score: -4.5; Action: [0 0 1 0 2]
Episode: 118; Score: -4.95; Action: [0 0 0 2 1]
Episode: 119; Score: -5.15; Action: [0 2 2 1 2]
Episode: 120; Score: -5.4; Action: [2 1 1 2 2]
Episode: 121; Score: -5.550000000000001; Action: [0 2 0 2 0]
Episode: 122; Score: -5.75; Action: [1 0 1 1 1]
