Episode: 0; Score: 3.2290451145704466; Action: [2 1 2 2 2]
Episode: 1; Score: 0.75; Action: [0 1 1 0 2]
Episode: 2; Score: 0.04999999999999999; Action: [1 1 2 0 1]
Episode: 3; Score: 0.09999999999999998; Action: [2 2 0 1 2]
Episode: 4; Score: 5.5617972991174; Action: [1 1 1 1 1]
Episode: 5; Score: 1.0; Action: [2 1 0 2 2]
Episode: 6; Score: 0.04999999999999999; Action: [1 0 0 2 0]
Episode: 7; Score: -0.15000000000000002; Action: [0 0 2 0 2]
Episode: 8; Score: 3.5739640791686864; Action: [2 1 1 2 2]
Episode: 9; Score: 0.3; Action: [2 0 2 1 2]
Episode: 10; Score: -0.4; Action: [1 0 0 1 0]
Episode: 11; Score: -0.3500000000000001; Action: [1 2 1 0 1]
Episode: 12; Score: 1.5093893868618808; Action: [0 0 0 0 0]
Episode: 13; Score: 0.3; Action: [1 0 1 2 0]
Episode: 14; Score: -0.15000000000000002; Action: [1 1 2 1 0]
Episode: 15; Score: 1.0; Action: [0 1 1 2 2]
Episode: 16; Score: 3.246600379857832; Action: [2 1 1 2 2]
Episode: 17; Score: 0.04999999999999999; Action: [0 2 1 0 1]
Episode: 18; Score: 0.75; Action: [2 1 1 1 1]
Episode: 19; Score: 0.3; Action: [1 2 1 2 1]
Episode: 20; Score: 1.4424249616792135; Action: [0 0 0 0 0]
Episode: 21; Score: 3.257486842147645; Action: [2 1 1 2 2]
Episode: 22; Score: 0.04999999999999999; Action: [1 2 2 2 1]
Episode: 23; Score: 0.75; Action: [2 2 0 2 2]
Episode: 24; Score: 3.2273615848392656; Action: [2 1 1 2 2]
Episode: 25; Score: 0.75; Action: [2 1 0 1 2]
Episode: 26; Score: 0.04999999999999999; Action: [0 1 0 0 1]
Episode: 27; Score: -0.15000000000000002; Action: [0 1 0 0 0]
Episode: 28; Score: 2.9727145680682248; Action: [2 1 2 2 2]
Episode: 29; Score: 0.04999999999999999; Action: [1 2 0 0 2]
Episode: 30; Score: 0.09999999999999998; Action: [0 1 1 1 1]
Episode: 31; Score: -0.10000000000000009; Action: [2 0 1 0 0]
Episode: 32; Score: 5.5591684422066905; Action: [1 1 1 1 1]
Episode: 33; Score: 0.04999999999999999; Action: [1 0 0 2 0]
Episode: 34; Score: 0.09999999999999998; Action: [2 0 2 0 2]
Episode: 35; Score: -0.10000000000000009; Action: [0 1 2 2 0]
Episode: 36; Score: 3.4554141455043967; Action: [2 1 2 2 2]
Episode: 37; Score: 0.04999999999999999; Action: [0 0 1 1 0]
Episode: 38; Score: -0.15000000000000002; Action: [1 0 0 2 0]
Episode: 39; Score: -0.3500000000000001; Action: [1 0 2 2 1]
Episode: 40; Score: 3.2087177777126388; Action: [2 1 2 2 2]
Episode: 41; Score: 0.75; Action: [2 2 1 1 2]
Episode: 42; Score: 0.3; Action: [0 0 2 2 2]
Episode: 43; Score: 0.09999999999999998; Action: [1 2 1 0 2]
Episode: 44; Score: 1.2216299597665283; Action: [0 0 0 0 0]
Episode: 45; Score: 1.0; Action: [0 1 1 2 2]
Episode: 46; Score: 0.75; Action: [2 1 0 2 0]
Episode: 47; Score: 0.3; Action: [0 1 0 2 1]
Episode: 48; Score: 3.4712709331341616; Action: [2 1 1 2 2]
Episode: 49; Score: 0.04999999999999999; Action: [0 1 0 1 1]
Episode: 50; Score: -0.15000000000000002; Action: [0 2 1 0 1]
Episode: 51; Score: -0.10000000000000009; Action: [1 1 1 0 1]
Episode: 52; Score: 5.569672253863091; Action: [1 1 1 1 1]
Episode: 53; Score: -0.2; Action: [1 2 2 0 0]
Episode: 54; Score: -0.4; Action: [1 0 0 1 1]
Episode: 55; Score: 0.75; Action: [2 1 0 0 2]
Episode: 56; Score: 3.3044268455695573; Action: [2 1 2 2 2]
Episode: 57; Score: 0.04999999999999999; Action: [1 0 0 0 2]
Episode: 58; Score: -0.15000000000000002; Action: [1 1 2 0 1]
Episode: 59; Score: -0.10000000000000009; Action: [0 1 0 1 2]
Episode: 60; Score: 3.631120136139213; Action: [2 1 1 2 2]
Episode: 61; Score: -0.2; Action: [0 2 0 0 1]
Episode: 62; Score: 0.75; Action: [2 2 0 2 2]
Episode: 63; Score: 0.75; Action: [1 1 1 0 2]
Episode: 64; Score: 3.258206670595675; Action: [2 1 1 2 2]
Episode: 65; Score: 0.75; Action: [2 0 1 0 2]
