Episode: 0; Score: 0.04999999999999999; Action: [0. 1. 0. 1. 1.]
Episode: 1; Score: -0.4; Action: [0. 0. 2. 0. 1.]
Episode: 2; Score: -0.3500000000000001; Action: [2. 2. 0. 0. 1.]
Episode: 3; Score: -0.55; Action: [1. 1. 2. 1. 0.]
Episode: 4; Score: -0.5; Action: [1. 2. 1. 1. 2.]
Episode: 5; Score: -0.7000000000000002; Action: [1. 2. 2. 2. 2.]
Episode: 6; Score: -0.6500000000000001; Action: [0. 1. 1. 0. 2.]
Episode: 7; Score: -1.6; Action: [0. 2. 2. 0. 1.]
Episode: 8; Score: -1.05; Action: [0. 1. 0. 2. 2.]
Episode: 9; Score: -1.75; Action: [0. 2. 2. 0. 2.]
Episode: 10; Score: -1.9500000000000002; Action: [0. 0. 0. 0. 2.]
Episode: 11; Score: -1.9000000000000004; Action: [1. 1. 0. 1. 2.]
Episode: 12; Score: -1.85; Action: [1. 1. 1. 1. 2.]
Episode: 13; Score: -2.3000000000000003; Action: [1. 1. 1. 0. 1.]
Episode: 14; Score: -2.5; Action: [1. 1. 0. 2. 1.]
Episode: 15; Score: -2.95; Action: [1. 0. 1. 1. 0.]
Episode: 16; Score: -3.1500000000000004; Action: [0. 2. 2. 2. 0.]
Episode: 17; Score: -3.6; Action: [0. 0. 2. 0. 1.]
Episode: 18; Score: -3.0500000000000003; Action: [2. 2. 1. 2. 0.]
Episode: 19; Score: -3.75; Action: [0. 2. 2. 0. 2.]
Episode: 20; Score: -3.95; Action: [1. 0. 1. 1. 1.]
Episode: 21; Score: -3.9000000000000004; Action: [2. 1. 2. 0. 0.]
Episode: 22; Score: -4.1000000000000005; Action: [1. 1. 1. 0. 1.]
Episode: 23; Score: -4.300000000000001; Action: [0. 2. 1. 2. 0.]
Episode: 24; Score: -4.5; Action: [1. 1. 2. 0. 2.]
Episode: 25; Score: -4.95; Action: [2. 0. 0. 1. 0.]
Episode: 26; Score: -4.9; Action: [2. 2. 0. 2. 1.]
Episode: 27; Score: -5.3500000000000005; Action: [1. 2. 1. 1. 0.]
Episode: 28; Score: -5.050000000000001; Action: [2. 0. 2. 2. 2.]
Episode: 29; Score: -5.5; Action: [2. 0. 1. 0. 0.]
Episode: 30; Score: -6.2; Action: [1. 2. 0. 0. 1.]
Episode: 31; Score: -5.9; Action: [1. 1. 0. 1. 2.]
Episode: 32; Score: -5.8500000000000005; Action: [2. 1. 0. 2. 0.]
Episode: 33; Score: -6.550000000000001; Action: [0. 0. 0. 2. 1.]
Episode: 34; Score: -6.5; Action: [2. 1. 0. 1. 0.]
Episode: 35; Score: -6.95; Action: [1. 0. 1. 0. 1.]
Episode: 36; Score: -7.15; Action: [1. 2. 2. 2. 0.]
Episode: 37; Score: -7.3500000000000005; Action: [2. 0. 0. 1. 0.]
Episode: 38; Score: -7.550000000000001; Action: [0. 0. 2. 0. 2.]
Episode: 39; Score: -7.5; Action: [0. 1. 1. 1. 0.]
Episode: 40; Score: -8.200000000000001; Action: [1. 0. 0. 1. 0.]
Episode: 41; Score: -8.15; Action: [2. 2. 2. 0. 0.]
Episode: 42; Score: -8.35; Action: [2. 2. 0. 0. 1.]
Episode: 43; Score: -8.55; Action: [0. 0. 0. 1. 2.]
Episode: 44; Score: -8.75; Action: [1. 2. 2. 2. 1.]
Episode: 45; Score: -8.450000000000001; Action: [1. 1. 0. 2. 2.]
Episode: 46; Score: -8.9; Action: [2. 1. 0. 1. 1.]
Episode: 47; Score: -9.100000000000001; Action: [0. 0. 1. 2. 1.]
Episode: 48; Score: -9.8; Action: [0. 2. 0. 1. 0.]
Episode: 49; Score: -9.5; Action: [2. 0. 1. 1. 0.]
Episode: 50; Score: -10.200000000000001; Action: [1. 0. 0. 0. 0.]
Episode: 51; Score: -10.15; Action: [2. 2. 0. 0. 0.]
Episode: 52; Score: 1.0; Action: [2. 1. 1. 1. 2.]
