Episode: 0; Score: 4.963781368454832; Action: [1 1 1 1 1]
Episode: 1; Score: 0.04999999999999999; Action: [0 0 0 2 1]
Episode: 2; Score: -0.4; Action: [0 2 0 0 0]
Episode: 3; Score: -0.3500000000000001; Action: [1 0 2 2 0]
Episode: 4; Score: 3.4933425669613887; Action: [2 1 2 2 2]
Episode: 5; Score: 0.3; Action: [1 0 0 2 2]
Episode: 6; Score: 0.09999999999999998; Action: [0 0 2 2 2]
Episode: 7; Score: -0.6000000000000001; Action: [1 2 0 0 1]
Episode: 8; Score: 5.182376470501252; Action: [1 1 1 1 1]
Episode: 9; Score: 0.04999999999999999; Action: [1 0 2 2 1]
Episode: 10; Score: 1.0; Action: [2 0 1 2 2]
Episode: 11; Score: 0.3; Action: [1 2 2 2 2]
Episode: 12; Score: 1.3323669468375245; Action: [0 0 0 0 0]
Episode: 13; Score: 0.04999999999999999; Action: [0 2 1 1 1]
Episode: 14; Score: -0.4; Action: [0 2 0 0 1]
Episode: 15; Score: -0.3500000000000001; Action: [2 0 0 1 1]
Episode: 16; Score: 5.530733634813025; Action: [1 1 1 1 1]
Episode: 17; Score: 0.3; Action: [0 2 1 2 0]
Episode: 18; Score: 0.09999999999999998; Action: [0 1 2 2 0]
Episode: 19; Score: 0.75; Action: [2 1 1 1 0]
Episode: 20; Score: 1.3869035986649776; Action: [0 0 0 0 0]
Episode: 21; Score: 0.04999999999999999; Action: [0 0 2 2 1]
Episode: 22; Score: 0.09999999999999998; Action: [0 1 0 1 2]
Episode: 23; Score: -0.3500000000000001; Action: [1 1 2 0 1]
Episode: 24; Score: 2.959761914402169; Action: [2 1 2 2 2]
Episode: 25; Score: 0.3; Action: [1 1 2 0 2]
Episode: 26; Score: 0.75; Action: [2 0 1 2 1]
Episode: 27; Score: 0.3; Action: [0 1 2 0 2]
Episode: 28; Score: 1.5666403103198416; Action: [0 0 0 0 0]
Episode: 29; Score: -0.2; Action: [0 2 2 1 1]
Episode: 30; Score: -0.4; Action: [0 0 0 1 1]
Episode: 31; Score: -0.3500000000000001; Action: [1 1 2 0 0]
Episode: 32; Score: 1.3041108526793386; Action: [0 0 0 0 0]
Episode: 33; Score: 0.04999999999999999; Action: [0 2 0 0 2]
Episode: 34; Score: -0.4; Action: [0 0 0 0 1]
Episode: 35; Score: -0.10000000000000009; Action: [2 2 1 0 0]
Episode: 36; Score: 3.2364835837822854; Action: [2 1 1 2 2]
Episode: 37; Score: 1.0; Action: [2 1 1 2 1]
Episode: 38; Score: 0.75; Action: [2 0 1 1 2]
Episode: 39; Score: 0.04999999999999999; Action: [0 0 2 1 2]
Episode: 40; Score: 3.468727218571739; Action: [2 1 1 2 2]
Episode: 41; Score: 0.04999999999999999; Action: [0 1 2 1 1]
Episode: 42; Score: -0.15000000000000002; Action: [0 1 2 0 1]
Episode: 43; Score: 0.75; Action: [2 0 1 2 1]
Episode: 44; Score: 1.3112371392051518; Action: [0 0 0 0 0]
Episode: 45; Score: 0.3; Action: [2 2 1 1 1]
Episode: 46; Score: -0.4; Action: [1 0 2 1 0]
Episode: 47; Score: -0.3500000000000001; Action: [1 0 2 1 2]
Episode: 48; Score: 3.1674188026702668; Action: [2 1 2 2 2]
Episode: 49; Score: 0.3; Action: [0 2 1 2 0]
Episode: 50; Score: 0.09999999999999998; Action: [0 2 0 2 2]
Episode: 51; Score: -0.6000000000000001; Action: [1 2 2 1 0]
Episode: 52; Score: 1.2921592580102792; Action: [0 0 0 0 0]
Episode: 53; Score: 0.04999999999999999; Action: [0 0 1 0 0]
Episode: 54; Score: 0.75; Action: [2 1 0 2 0]
Episode: 55; Score: 0.04999999999999999; Action: [2 0 2 0 1]
Episode: 56; Score: 2.9927676391454368; Action: [2 1 2 2 2]
Episode: 57; Score: 0.75; Action: [2 1 1 0 1]
Episode: 58; Score: 0.3; Action: [2 0 2 1 2]
Episode: 59; Score: 0.09999999999999998; Action: [0 0 0 2 2]
Episode: 60; Score: 5.271403368586638; Action: [1 1 1 1 1]
Episode: 61; Score: 0.3; Action: [2 0 0 2 1]
Episode: 62; Score: -0.15000000000000002; Action: [0 2 0 2 1]
Episode: 63; Score: 0.75; Action: [2 2 1 0 2]
Episode: 64; Score: 3.24839671142156; Action: [2 1 2 2 2]
Episode: 65; Score: 0.3; Action: [2 0 2 2 1]
Episode: 66; Score: -0.4; Action: [1 2 2 1 1]
Episode: 67; Score: -0.6000000000000001; Action: [0 0 2 1 1]
Episode: 68; Score: 1.2187981585457532; Action: [0 0 0 0 0]
Episode: 69; Score: 0.3; Action: [2 1 2 1 1]
Episode: 70; Score: 4.8394647382913565; Action: [1 1 1 1 1]
Episode: 71; Score: 0.3; Action: [2 0 0 2 0]
Episode: 72; Score: 3.2113200264813964; Action: [2 1 2 2 2]
Episode: 73; Score: 1.0; Action: [0 1 1 2 2]
Episode: 74; Score: 0.3; Action: [1 1 1 0 0]
Episode: 75; Score: -0.4; Action: [1 0 0 1 0]
Episode: 76; Score: 3.5009863813745046; Action: [2 1 1 2 2]
Episode: 77; Score: 0.04999999999999999; Action: [1 2 0 2 0]
Episode: 78; Score: -0.15000000000000002; Action: [1 0 1 1 0]
Episode: 79; Score: -0.10000000000000009; Action: [2 0 1 0 1]
Episode: 80; Score: 3.4482386762868167; Action: [2 1 1 2 2]
Episode: 81; Score: 1.0; Action: [1 1 1 2 2]
Episode: 82; Score: 0.3; Action: [1 2 1 1 2]
Episode: 83; Score: -0.15000000000000002; Action: [0 2 1 1 0]
Episode: 84; Score: 3.248962467259281; Action: [2 1 2 2 2]
Episode: 85; Score: 0.04999999999999999; Action: [0 0 1 0 1]
Episode: 86; Score: 1.2855321525324543; Action: [0 0 0 0 0]
Episode: 87; Score: 0.04999999999999999; Action: [1 2 2 2 1]
Episode: 88; Score: 3.457257478647654; Action: [2 1 1 2 2]
Episode: 89; Score: 0.04999999999999999; Action: [2 0 0 1 1]
Episode: 90; Score: 0.75; Action: [2 1 0 2 0]
Episode: 91; Score: 0.75; Action: [0 2 1 2 2]
Episode: 92; Score: 3.5274650920221626; Action: [2 1 1 2 2]
Episode: 93; Score: 0.75; Action: [2 2 1 0 2]
Episode: 94; Score: 0.04999999999999999; Action: [0 2 0 2 1]
Episode: 95; Score: 0.75; Action: [2 2 0 2 2]
Episode: 96; Score: 5.516634754989491; Action: [1 1 1 1 1]
Episode: 97; Score: 0.3; Action: [0 0 1 0 2]
Episode: 98; Score: 0.75; Action: [1 1 0 2 2]
Episode: 99; Score: 0.75; Action: [2 0 1 2 0]
Episode: 100; Score: 1.5216360394003108; Action: [0 0 0 0 0]
Episode: 101; Score: 1.0; Action: [0 1 1 2 2]
Episode: 102; Score: 0.75; Action: [2 1 0 2 1]
Episode: 103; Score: 0.04999999999999999; Action: [2 2 0 0 0]
Episode: 104; Score: 3.487283805997199; Action: [2 1 1 2 2]
Episode: 105; Score: 0.04999999999999999; Action: [1 2 2 2 1]
Episode: 106; Score: 0.09999999999999998; Action: [2 2 2 0 2]
