Episode: 0; Score: 2.9441583262968907; Action: [2 1 2 2 2]
Episode: 1; Score: 0.55; Action: [2 2 1 0 2]
Episode: 2; Score: -0.15000000000000002; Action: [0 1 2 0 1]
Episode: 3; Score: 1.0; Action: [2 0 1 2 2]
Episode: 4; Score: 0.3; Action: [1 0 1 2 0]
Episode: 5; Score: -0.4; Action: [0 2 2 0 1]
Episode: 6; Score: 5.571285482847877; Action: [1 1 1 1 1]
Episode: 7; Score: -0.2; Action: [0 0 0 1 1]
Episode: 8; Score: 0.09999999999999998; Action: [2 0 1 1 0]
Episode: 9; Score: -0.10000000000000009; Action: [0 1 0 0 2]
Episode: 10; Score: -0.050000000000000044; Action: [1 1 1 1 2]
Episode: 11; Score: -0.75; Action: [2 0 0 0 1]
Episode: 12; Score: 1.2342253824454266; Action: [0 0 0 0 0]
Episode: 13; Score: 0.3; Action: [1 1 2 0 2]
Episode: 14; Score: -0.15000000000000002; Action: [0 1 0 1 0]
Episode: 15; Score: -0.3500000000000001; Action: [2 2 0 0 1]
Episode: 16; Score: -0.55; Action: [1 0 2 0 2]
Episode: 17; Score: -0.25; Action: [2 1 1 1 1]
Episode: 18; Score: 5.25330601081423; Action: [1 1 1 1 1]
Episode: 19; Score: 0.04999999999999999; Action: [1 0 0 1 2]
Episode: 20; Score: -0.15000000000000002; Action: [0 0 2 2 1]
Episode: 21; Score: 1.0; Action: [2 1 0 2 2]
Episode: 22; Score: 0.3; Action: [2 0 0 0 2]
Episode: 23; Score: -0.15000000000000002; Action: [1 0 1 0 0]
Episode: 24; Score: 2.9939717826559225; Action: [2 1 2 2 2]
Episode: 25; Score: 0.04999999999999999; Action: [2 0 0 0 0]
Episode: 26; Score: 1.0; Action: [0 1 1 2 2]
Episode: 27; Score: 0.3; Action: [0 0 1 0 2]
Episode: 28; Score: -0.15000000000000002; Action: [1 2 1 1 1]
Episode: 29; Score: 0.1499999999999999; Action: [2 1 1 1 1]
Episode: 30; Score: 1.5697832332125314; Action: [0 0 0 0 0]
Episode: 31; Score: 0.55; Action: [2 2 1 2 1]
Episode: 32; Score: -0.15000000000000002; Action: [2 0 0 1 0]
Episode: 33; Score: -0.3500000000000001; Action: [1 0 0 0 2]
Episode: 34; Score: -0.30000000000000004; Action: [2 1 2 0 1]
Episode: 35; Score: -0.75; Action: [0 2 0 2 0]
Episode: 36; Score: 4.990866095297481; Action: [1 1 1 1 1]
Episode: 37; Score: 1.0; Action: [2 1 1 2 1]
Episode: 38; Score: 0.04999999999999999; Action: [0 2 1 0 1]
Episode: 39; Score: 0.09999999999999998; Action: [0 2 1 0 2]
Episode: 40; Score: -0.6000000000000001; Action: [0 2 0 0 1]
Episode: 41; Score: -0.55; Action: [2 2 0 1 1]
