Episode: 0; Score: 12.785954700543362; Action: [1 1 1 1 1]
Episode: 1; Score: 1.0; Action: [2 1 1 0 2]
Episode: 2; Score: 0.04999999999999999; Action: [1 0 0 2 1]
Episode: 3; Score: 0.35; Action: [0 1 0 2 2]
Episode: 4; Score: -0.3500000000000001; Action: [0 2 1 1 1]
Episode: 5; Score: -0.8; Action: [1 2 2 1 1]
Episode: 6; Score: 5.837450209851494; Action: [2 1 2 2 2]
Episode: 7; Score: 0.04999999999999999; Action: [2 2 2 0 0]
Episode: 8; Score: -0.4; Action: [1 2 0 0 0]
Episode: 9; Score: -0.10000000000000009; Action: [0 1 0 2 1]
Episode: 10; Score: -0.55; Action: [0 2 2 2 0]
Episode: 11; Score: 1.0; Action: [2 1 1 2 1]
Episode: 12; Score: 7.178152545772971; Action: [2 1 1 2 2]
Episode: 13; Score: 0.3; Action: [0 1 0 1 2]
Episode: 14; Score: 0.35; Action: [2 2 0 2 2]
Episode: 15; Score: -0.10000000000000009; Action: [2 1 0 1 1]
Episode: 16; Score: -0.050000000000000044; Action: [0 0 1 2 2]
Episode: 17; Score: -1.0; Action: [0 2 0 0 1]
Episode: 18; Score: 5.852227307638599; Action: [2 1 2 2 2]
Episode: 19; Score: 1.0; Action: [0 1 1 2 2]
Episode: 20; Score: -0.2; Action: [1 0 0 0 1]
Episode: 21; Score: 0.09999999999999998; Action: [0 1 2 1 2]
Episode: 22; Score: -0.6000000000000001; Action: [1 0 0 1 1]
Episode: 23; Score: -0.30000000000000004; Action: [1 2 0 2 2]
Episode: 24; Score: 2.93729531296274; Action: [0 0 0 0 0]
Episode: 25; Score: 0.04999999999999999; Action: [1 2 0 2 0]
Episode: 26; Score: -0.15000000000000002; Action: [0 2 1 1 1]
Episode: 27; Score: -0.10000000000000009; Action: [2 2 0 1 2]
Episode: 28; Score: -0.30000000000000004; Action: [2 2 0 0 2]
Episode: 29; Score: 1.0; Action: [2 1 1 2 1]
Episode: 30; Score: 12.827853646272121; Action: [1 1 1 1 1]
Episode: 31; Score: -0.2; Action: [1 0 2 0 0]
Episode: 32; Score: -0.4; Action: [0 2 0 0 0]
Episode: 33; Score: 0.1499999999999999; Action: [0 1 0 2 2]
Episode: 34; Score: -0.30000000000000004; Action: [0 2 1 0 2]
Episode: 35; Score: -0.5; Action: [2 1 0 0 1]
Episode: 36; Score: 5.835773310813883; Action: [2 1 2 2 2]
Episode: 37; Score: 0.3; Action: [2 2 0 2 1]
Episode: 38; Score: 0.09999999999999998; Action: [2 1 2 0 0]
Episode: 39; Score: -0.10000000000000009; Action: [0 0 1 2 1]
Episode: 40; Score: -0.050000000000000044; Action: [2 1 1 1 1]
Episode: 41; Score: -0.75; Action: [0 0 0 2 1]
Episode: 42; Score: 5.904238810806531; Action: [2 1 2 2 2]
Episode: 43; Score: 0.04999999999999999; Action: [1 2 0 2 0]
Episode: 44; Score: 0.09999999999999998; Action: [1 0 1 2 0]
Episode: 45; Score: -0.10000000000000009; Action: [0 1 0 0 2]
Episode: 46; Score: -0.55; Action: [1 0 2 2 1]
Episode: 47; Score: -0.75; Action: [0 0 2 0 2]
Episode: 48; Score: 11.66204933421862; Action: [1 1 1 1 1]
Episode: 49; Score: 0.3; Action: [2 2 2 2 1]
Episode: 50; Score: -0.4; Action: [1 2 2 0 0]
Episode: 51; Score: -0.3500000000000001; Action: [1 0 1 0 1]
Episode: 52; Score: -0.55; Action: [0 0 1 1 1]
Episode: 53; Score: -0.5; Action: [0 1 2 1 2]
Episode: 54; Score: 2.6165106768307957; Action: [0 0 0 0 0]
Episode: 55; Score: 0.3; Action: [1 1 1 0 1]
Episode: 56; Score: 0.35; Action: [0 1 1 0 2]
Episode: 57; Score: -0.10000000000000009; Action: [0 1 2 0 2]
Episode: 58; Score: 1.0; Action: [1 1 1 2 2]
