Episode: 0; Score: 22.980584070445918; Action: [2 1 2 2 2]
Episode: 1; Score: 0.3; Action: [0 2 1 2 1]
Episode: 2; Score: 0.09999999999999998; Action: [0 2 2 2 2]
Episode: 3; Score: -0.3500000000000001; Action: [0 1 2 1 0]
Episode: 4; Score: -0.55; Action: [0 0 1 1 1]
Episode: 5; Score: -0.5; Action: [0 2 1 2 1]
Episode: 6; Score: 36.217960302422; Action: [1 1 1 1 1]
Episode: 7; Score: 0.3; Action: [1 1 1 1 0]
Episode: 8; Score: -0.15000000000000002; Action: [1 1 0 1 0]
Episode: 9; Score: -0.10000000000000009; Action: [2 0 0 0 2]
Episode: 10; Score: -0.30000000000000004; Action: [1 0 1 1 2]
Episode: 11; Score: -0.75; Action: [0 1 0 0 1]
Episode: 12; Score: 8.656000648088158; Action: [0 0 0 0 0]
Episode: 13; Score: 0.55; Action: [0 1 1 1 2]
Episode: 14; Score: -0.15000000000000002; Action: [1 0 2 1 2]
Episode: 15; Score: -0.3500000000000001; Action: [0 0 0 2 1]
Episode: 16; Score: 1.0; Action: [1 1 1 2 2]
Episode: 17; Score: 0.04999999999999999; Action: [1 0 0 2 1]
Episode: 18; Score: 23.47042297061277; Action: [2 1 1 2 2]
Episode: 19; Score: 0.04999999999999999; Action: [0 2 2 0 2]
Episode: 20; Score: -0.15000000000000002; Action: [1 0 0 2 1]
Episode: 21; Score: -0.10000000000000009; Action: [0 1 0 2 1]
Episode: 22; Score: -0.30000000000000004; Action: [2 1 0 0 0]
Episode: 23; Score: -0.75; Action: [2 2 0 0 0]
Episode: 24; Score: 38.32376615575804; Action: [1 1 1 1 1]
Episode: 25; Score: -0.2; Action: [0 0 2 0 1]
Episode: 26; Score: 0.09999999999999998; Action: [1 2 0 2 2]
Episode: 27; Score: -0.6000000000000001; Action: [1 0 0 0 0]
Episode: 28; Score: -0.55; Action: [2 2 0 1 1]
Episode: 29; Score: -0.75; Action: [0 1 2 0 1]
Episode: 30; Score: 22.813327539276337; Action: [2 1 1 2 2]
Episode: 31; Score: 0.55; Action: [2 1 2 1 2]
Episode: 32; Score: -0.4; Action: [1 2 0 0 0]
Episode: 33; Score: 0.1499999999999999; Action: [2 1 2 2 1]
Episode: 34; Score: -0.30000000000000004; Action: [0 1 0 1 2]
Episode: 35; Score: -1.0; Action: [1 2 0 0 1]
Episode: 36; Score: 22.57416508423698; Action: [2 1 1 2 2]
Episode: 37; Score: -0.2; Action: [0 2 2 1 1]
Episode: 38; Score: -0.15000000000000002; Action: [1 0 1 0 0]
Episode: 39; Score: -0.6000000000000001; Action: [1 2 0 1 0]
Episode: 40; Score: -0.30000000000000004; Action: [0 0 0 2 2]
Episode: 41; Score: -0.75; Action: [2 2 2 0 0]
Episode: 42; Score: 38.59063236275148; Action: [1 1 1 1 1]
Episode: 43; Score: 0.55; Action: [2 0 1 0 2]
Episode: 44; Score: -0.4; Action: [0 0 0 1 1]
Episode: 45; Score: -0.6000000000000001; Action: [0 0 2 1 1]
Episode: 46; Score: -0.30000000000000004; Action: [1 1 1 1 0]
Episode: 47; Score: -0.75; Action: [0 0 1 0 0]
Episode: 48; Score: 21.114980802585304; Action: [2 1 2 2 2]
Episode: 49; Score: 0.04999999999999999; Action: [1 2 0 0 2]
Episode: 50; Score: 0.09999999999999998; Action: [0 0 2 2 2]
Episode: 51; Score: -0.6000000000000001; Action: [1 2 0 0 1]
Episode: 52; Score: -0.050000000000000044; Action: [2 0 0 2 2]
Episode: 53; Score: -0.75; Action: [1 2 1 1 0]
Episode: 54; Score: 10.720719869562851; Action: [0 0 0 0 0]
Episode: 55; Score: 0.55; Action: [0 1 1 2 0]
Episode: 56; Score: 0.09999999999999998; Action: [2 0 0 0 2]
Episode: 57; Score: -0.3500000000000001; Action: [1 2 1 0 1]
Episode: 58; Score: -0.30000000000000004; Action: [1 2 1 0 2]
Episode: 59; Score: -0.75; Action: [2 2 2 1 1]
Episode: 60; Score: 34.75836987819612; Action: [1 1 1 1 1]
Episode: 61; Score: 0.3; Action: [2 1 2 1 1]
Episode: 62; Score: -0.15000000000000002; Action: [0 0 0 1 2]
Episode: 63; Score: -0.3500000000000001; Action: [1 1 0 0 0]
Episode: 64; Score: -0.050000000000000044; Action: [0 1 1 1 2]
Episode: 65; Score: -0.75; Action: [2 2 0 1 1]
Episode: 66; Score: 35.461958904070244; Action: [1 1 1 1 1]
Episode: 67; Score: 0.3; Action: [2 0 1 0 0]
Episode: 68; Score: 0.09999999999999998; Action: [0 1 1 0 1]
Episode: 69; Score: -0.6000000000000001; Action: [0 0 0 1 1]
Episode: 70; Score: -0.8; Action: [1 0 0 0 1]
Episode: 71; Score: -0.75; Action: [1 1 2 0 1]
Episode: 72; Score: 22.202696525425377; Action: [2 1 2 2 2]
Episode: 73; Score: 0.3; Action: [0 1 1 1 1]
Episode: 74; Score: 0.35; Action: [2 1 0 1 2]
Episode: 75; Score: -0.3500000000000001; Action: [2 2 2 1 1]
Episode: 76; Score: -0.55; Action: [1 1 2 1 0]
Episode: 77; Score: -0.25; Action: [2 1 0 2 1]
Episode: 78; Score: 20.498101048221585; Action: [2 1 2 2 2]
Episode: 79; Score: 0.3; Action: [2 1 2 1 1]
Episode: 80; Score: -0.15000000000000002; Action: [0 2 0 1 2]
Episode: 81; Score: -0.3500000000000001; Action: [2 0 0 1 1]
Episode: 82; Score: -0.30000000000000004; Action: [2 2 2 0 2]
Episode: 83; Score: -1.0; Action: [0 0 2 1 0]
Episode: 84; Score: 34.75667025319812; Action: [1 1 1 1 1]
Episode: 85; Score: 0.04999999999999999; Action: [1 1 0 0 0]
Episode: 86; Score: -0.15000000000000002; Action: [0 0 0 2 1]
Episode: 87; Score: -0.10000000000000009; Action: [1 1 1 0 1]
Episode: 88; Score: -0.30000000000000004; Action: [0 1 1 0 0]
Episode: 89; Score: -1.0; Action: [0 2 2 0 1]
Episode: 90; Score: 38.767895348616115; Action: [1 1 1 1 1]
Episode: 91; Score: 0.3; Action: [2 0 1 0 1]
Episode: 92; Score: 0.09999999999999998; Action: [0 0 1 2 0]
Episode: 93; Score: 38.4323064813783; Action: [1 1 1 1 1]
Episode: 94; Score: -0.2; Action: [1 0 2 0 0]
Episode: 95; Score: 0.09999999999999998; Action: [1 2 1 0 2]
Episode: 96; Score: 37.66356186206971; Action: [1 1 1 1 1]
Episode: 97; Score: 0.3; Action: [0 1 0 2 1]
Episode: 98; Score: -0.15000000000000002; Action: [0 2 1 1 0]
Episode: 99; Score: -0.3500000000000001; Action: [0 0 2 2 0]
Episode: 100; Score: -0.30000000000000004; Action: [2 0 2 0 2]
Episode: 101; Score: -0.25; Action: [2 1 2 1 2]
Episode: 102; Score: 37.74244806248926; Action: [1 1 1 1 1]
