Episode: 0; Score: 3.267890579782064; Action: [2 1 2 2 2]
Episode: 1; Score: -0.2; Action: [1 2 2 0 1]
Episode: 2; Score: -0.15000000000000002; Action: [2 0 0 1 0]
Episode: 3; Score: 0.75; Action: [0 1 2 2 2]
Episode: 4; Score: 4.911576892338583; Action: [1 1 1 1 1]
Episode: 5; Score: 0.04999999999999999; Action: [2 0 2 1 0]
Episode: 6; Score: -0.15000000000000002; Action: [1 2 2 0 2]
Episode: 7; Score: -0.10000000000000009; Action: [2 0 2 2 1]
Episode: 8; Score: 5.5080250854291215; Action: [1 1 1 1 1]
Episode: 9; Score: 0.04999999999999999; Action: [0 1 2 1 1]
Episode: 10; Score: -0.15000000000000002; Action: [1 2 2 1 2]
Episode: 11; Score: -0.10000000000000009; Action: [0 0 0 2 2]
Episode: 12; Score: 5.107976833890497; Action: [1 1 1 1 1]
Episode: 13; Score: 0.3; Action: [1 2 1 2 0]
Episode: 14; Score: -0.15000000000000002; Action: [2 2 0 1 0]
Episode: 15; Score: -0.3500000000000001; Action: [0 2 2 1 2]
Episode: 16; Score: 4.938162691206871; Action: [1 1 1 1 1]
Episode: 17; Score: 0.04999999999999999; Action: [0 1 2 0 1]
Episode: 18; Score: 0.09999999999999998; Action: [2 1 0 1 0]
Episode: 19; Score: -0.3500000000000001; Action: [0 2 1 1 0]
Episode: 20; Score: 3.052018258485494; Action: [2 1 2 2 2]
Episode: 21; Score: 0.75; Action: [2 2 2 2 2]
Episode: 22; Score: -0.2; Action: [0 2 2 1 0]
Episode: 23; Score: -0.4; Action: [1 2 2 0 0]
Episode: 24; Score: 3.2163973507407895; Action: [2 1 1 2 2]
Episode: 25; Score: 0.04999999999999999; Action: [2 2 2 1 1]
Episode: 26; Score: 0.09999999999999998; Action: [2 0 1 1 1]
Episode: 27; Score: -0.3500000000000001; Action: [1 1 0 1 1]
Episode: 28; Score: 4.880999826449145; Action: [1 1 1 1 1]
Episode: 29; Score: 0.04999999999999999; Action: [0 0 1 1 0]
Episode: 30; Score: 0.75; Action: [1 1 1 0 2]
Episode: 31; Score: -0.2; Action: [1 2 0 1 1]
Episode: 32; Score: 3.256647362788302; Action: [2 1 1 2 2]
Episode: 33; Score: -0.2; Action: [0 0 0 0 1]
Episode: 34; Score: -0.15000000000000002; Action: [0 1 0 1 1]
Episode: 35; Score: -0.6000000000000001; Action: [0 2 2 1 1]
Episode: 36; Score: 3.3928103382472243; Action: [2 1 2 2 2]
Episode: 37; Score: 0.3; Action: [1 1 2 2 0]
Episode: 38; Score: 0.09999999999999998; Action: [2 2 0 2 0]
Episode: 39; Score: -0.3500000000000001; Action: [2 0 0 0 0]
Episode: 40; Score: 1.5445825341160702; Action: [0 0 0 0 0]
Episode: 41; Score: 0.75; Action: [2 1 0 2 1]
Episode: 42; Score: 0.75; Action: [2 2 1 2 0]
Episode: 43; Score: 0.3; Action: [1 2 1 1 2]
Episode: 44; Score: 5.384340408410477; Action: [1 1 1 1 1]
Episode: 45; Score: -0.2; Action: [0 2 2 1 1]
Episode: 46; Score: -0.15000000000000002; Action: [2 0 2 1 1]
Episode: 47; Score: -0.6000000000000001; Action: [1 2 2 0 1]
Episode: 48; Score: 5.33505022450937; Action: [1 1 1 1 1]
Episode: 49; Score: 0.3; Action: [2 0 1 1 1]
Episode: 50; Score: -0.15000000000000002; Action: [1 2 0 2 0]
Episode: 51; Score: -0.10000000000000009; Action: [0 0 1 2 0]
Episode: 52; Score: 3.310405437138856; Action: [2 1 2 2 2]
Episode: 53; Score: 0.3; Action: [0 1 1 0 1]
Episode: 54; Score: 1.0; Action: [0 1 1 2 2]
Episode: 55; Score: 0.75; Action: [0 1 2 2 2]
Episode: 56; Score: 5.2801951161478184; Action: [1 1 1 1 1]
Episode: 57; Score: 0.3; Action: [2 1 0 1 0]
Episode: 58; Score: 0.09999999999999998; Action: [2 2 1 0 1]
Episode: 59; Score: 1.0; Action: [2 0 1 2 2]
Episode: 60; Score: 3.320719827816183; Action: [2 1 1 2 2]
Episode: 61; Score: 0.3; Action: [0 2 0 2 2]
Episode: 62; Score: 0.75; Action: [1 1 0 2 2]
Episode: 63; Score: 0.04999999999999999; Action: [0 2 2 1 2]
Episode: 64; Score: 3.352665924911701; Action: [2 1 1 2 2]
Episode: 65; Score: 0.3; Action: [1 1 1 0 1]
Episode: 66; Score: -0.15000000000000002; Action: [0 2 0 0 2]
Episode: 67; Score: -0.10000000000000009; Action: [2 1 2 0 0]
Episode: 68; Score: 3.2349406788181603; Action: [2 1 1 2 2]
Episode: 69; Score: 0.3; Action: [2 2 1 1 1]
Episode: 70; Score: 0.09999999999999998; Action: [1 2 2 2 2]
Episode: 71; Score: -0.3500000000000001; Action: [1 0 0 0 2]
Episode: 72; Score: 3.586071763462659; Action: [2 1 1 2 2]
Episode: 73; Score: 0.3; Action: [0 1 1 1 0]
Episode: 74; Score: -0.4; Action: [1 0 0 0 1]
Episode: 75; Score: -0.10000000000000009; Action: [0 1 0 1 2]
Episode: 76; Score: 3.3866357207917517; Action: [2 1 2 2 2]
Episode: 77; Score: 0.3; Action: [2 2 1 0 0]
Episode: 78; Score: 0.75; Action: [0 1 2 2 2]
Episode: 79; Score: 0.75; Action: [2 0 1 1 2]
Episode: 80; Score: 5.5213406537851455; Action: [1 1 1 1 1]
Episode: 81; Score: -0.2; Action: [1 2 0 0 1]
Episode: 82; Score: 1.0; Action: [2 1 1 1 2]
Episode: 83; Score: 0.75; Action: [2 0 2 2 2]
Episode: 84; Score: 1.518352268587435; Action: [0 0 0 0 0]
Episode: 85; Score: 1.2623809393310628; Action: [0 0 0 0 0]
Episode: 86; Score: 0.04999999999999999; Action: [1 1 2 0 0]
Episode: 87; Score: 0.75; Action: [2 1 1 0 1]
Episode: 88; Score: 1.5073379484960436; Action: [0 0 0 0 0]
Episode: 89; Score: 0.04999999999999999; Action: [1 2 2 1 2]
Episode: 90; Score: 1.0; Action: [2 1 1 2 1]
Episode: 91; Score: 0.3; Action: [0 2 1 2 1]
Episode: 92; Score: 3.241833340081518; Action: [2 1 1 2 2]
Episode: 93; Score: -0.2; Action: [0 2 2 0 1]
Episode: 94; Score: -0.15000000000000002; Action: [1 2 0 0 2]
Episode: 95; Score: -0.3500000000000001; Action: [0 2 1 1 0]
Episode: 96; Score: 3.4060072173320153; Action: [2 1 2 2 2]
Episode: 97; Score: 0.75; Action: [1 1 1 2 1]
Episode: 98; Score: 0.75; Action: [1 2 1 2 2]
Episode: 99; Score: 0.3; Action: [0 1 1 0 1]
Episode: 100; Score: 1.5040855639442476; Action: [0 0 0 0 0]
Episode: 101; Score: 0.3; Action: [2 0 1 1 0]
