Episode: 0; Score: 0.0; Action: [2 1 2 2 2]
Episode: 1; Score: 0.09999999999999998; Action: [0 0 1 2 1]
Episode: 2; Score: 0.1499999999999999; Action: [2 2 1 1 2]
Episode: 3; Score: -0.55; Action: [0 2 2 0 2]
Episode: 4; Score: -0.8; Action: [2 1 2 2 2]
Episode: 5; Score: -0.7000000000000002; Action: [0 0 0 2 2]
Episode: 6; Score: -1.1500000000000001; Action: [0 0 2 0 2]
Episode: 7; Score: -1.1; Action: [2 0 1 1 0]
Episode: 8; Score: -1.8; Action: [2 1 1 2 2]
Episode: 9; Score: -1.5; Action: [1 2 1 2 0]
Episode: 10; Score: -1.7000000000000002; Action: [2 0 0 0 2]
Episode: 11; Score: -1.6500000000000004; Action: [1 1 1 2 0]
Episode: 12; Score: -2.6; Action: [2 1 1 2 2]
Episode: 13; Score: -2.3000000000000003; Action: [0 1 0 2 1]
Episode: 14; Score: -2.75; Action: [0 2 2 1 2]
Episode: 15; Score: -2.95; Action: [0 2 1 0 1]
Episode: 16; Score: 1.0; Action: [1 1 1 1 1]
Episode: 17; Score: 0.3; Action: [0 0 1 1 2]
Episode: 18; Score: -0.15000000000000002; Action: [1 0 2 0 2]
Episode: 19; Score: -0.3500000000000001; Action: [0 0 2 0 2]
Episode: 20; Score: -0.6000000000000001; Action: [2 1 1 2 2]
Episode: 21; Score: -0.25; Action: [2 0 2 2 2]
Episode: 22; Score: -0.9500000000000002; Action: [2 2 2 0 1]
Episode: 23; Score: -0.6500000000000001; Action: [2 0 1 1 2]
Episode: 24; Score: -1.6; Action: [2 1 1 2 2]
Episode: 25; Score: 1.0; Action: [0 0 0 0 0]
Episode: 26; Score: 0.3; Action: [0 2 1 1 2]
Episode: 27; Score: 0.09999999999999998; Action: [2 1 2 0 0]
Episode: 28; Score: 1.0; Action: [0 0 0 0 0]
Episode: 29; Score: 0.3; Action: [2 0 1 0 1]
Episode: 30; Score: -0.4; Action: [0 0 0 1 0]
Episode: 31; Score: -0.3500000000000001; Action: [2 2 2 0 0]
Episode: 32; Score: 1.0; Action: [0 0 0 0 0]
Episode: 33; Score: 0.55; Action: [2 0 1 2 1]
Episode: 34; Score: -0.15000000000000002; Action: [1 2 2 1 2]
Episode: 35; Score: -0.3500000000000001; Action: [1 1 0 1 0]
Episode: 36; Score: -0.6000000000000001; Action: [0 0 0 0 0]
Episode: 37; Score: -0.5; Action: [0 2 2 2 2]
Episode: 38; Score: -0.9500000000000002; Action: [0 0 1 0 1]
Episode: 39; Score: 1.0; Action: [0 0 0 0 0]
Episode: 40; Score: 1.0; Action: [0 0 0 0 0]
Episode: 41; Score: 0.55; Action: [1 1 1 0 2]
Episode: 42; Score: -0.15000000000000002; Action: [2 0 2 0 1]
Episode: 43; Score: -0.3500000000000001; Action: [1 2 0 2 0]
Episode: 44; Score: -0.6000000000000001; Action: [2 1 2 2 2]
Episode: 45; Score: -1.0; Action: [1 0 2 0 0]
Episode: 46; Score: -0.7000000000000002; Action: [2 1 2 0 0]
Episode: 47; Score: -0.6500000000000001; Action: [2 1 2 0 2]
Episode: 48; Score: 1.0; Action: [1 1 1 1 1]
Episode: 49; Score: 0.3; Action: [2 0 1 0 1]
Episode: 50; Score: 0.09999999999999998; Action: [2 2 2 2 0]
Episode: 51; Score: -0.3500000000000001; Action: [1 0 2 2 0]
Episode: 52; Score: -0.6000000000000001; Action: [2 1 2 2 2]
Episode: 53; Score: 1.0; Action: [2 1 0 2 2]
Episode: 54; Score: 0.3; Action: [2 2 2 0 2]
Episode: 55; Score: -0.4; Action: [1 0 0 0 1]
Episode: 56; Score: -0.4000000000000001; Action: [0 0 0 0 0]
Episode: 57; Score: -0.55; Action: [2 2 2 1 1]
Episode: 58; Score: -0.5; Action: [2 1 0 1 0]
Episode: 59; Score: -0.7000000000000002; Action: [0 0 2 2 2]
Episode: 60; Score: -1.2000000000000002; Action: [2 1 2 2 2]
Episode: 61; Score: -1.6; Action: [2 1 1 2 2]
Episode: 62; Score: -1.05; Action: [0 1 0 2 2]
Episode: 63; Score: -1.25; Action: [2 1 0 2 0]
Episode: 64; Score: -2.2; Action: [2 1 1 2 2]
Episode: 65; Score: -2.1500000000000004; Action: [1 2 1 1 0]
Episode: 66; Score: -1.85; Action: [1 1 1 1 2]
Episode: 67; Score: -2.3000000000000003; Action: [1 2 2 2 2]
Episode: 68; Score: 1.0; Action: [0 0 0 0 0]
Episode: 69; Score: -0.2; Action: [0 0 0 1 0]
Episode: 70; Score: -0.15000000000000002; Action: [0 2 2 0 2]
Episode: 71; Score: -0.10000000000000009; Action: [0 2 1 0 2]
Episode: 72; Score: -0.8; Action: [2 1 1 2 2]
Episode: 73; Score: -0.5; Action: [2 1 0 1 1]
Episode: 74; Score: 1.0; Action: [0 1 1 2 2]
Episode: 75; Score: 0.3; Action: [1 0 0 2 2]
Episode: 76; Score: -0.2; Action: [2 1 2 2 2]
Episode: 77; Score: -0.10000000000000009; Action: [0 1 0 2 0]
Episode: 78; Score: -0.55; Action: [0 2 0 1 2]
Episode: 79; Score: -0.25; Action: [2 1 2 0 2]
Episode: 80; Score: -1.0000000000000002; Action: [0 0 0 0 0]
Episode: 81; Score: -0.9000000000000001; Action: [2 2 1 1 0]
Episode: 82; Score: -0.8500000000000001; Action: [1 1 1 1 2]
Episode: 83; Score: -1.55; Action: [1 1 0 0 0]
Episode: 84; Score: -1.8; Action: [2 1 1 2 2]
Episode: 85; Score: -1.7000000000000002; Action: [2 1 2 0 0]
Episode: 86; Score: -1.6500000000000004; Action: [2 0 0 2 2]
Episode: 87; Score: -1.85; Action: [2 1 1 0 0]
Episode: 88; Score: -2.6; Action: [1 1 1 1 1]
Episode: 89; Score: -2.5; Action: [1 1 1 0 1]
Episode: 90; Score: -2.7; Action: [2 0 2 2 0]
Episode: 91; Score: -2.9000000000000004; Action: [2 0 0 2 1]
Episode: 92; Score: -3.4; Action: [1 1 1 1 1]
Episode: 93; Score: -3.5500000000000003; Action: [0 1 0 1 1]
Episode: 94; Score: -4.0; Action: [0 2 2 0 0]
Episode: 95; Score: 1.0; Action: [2 0 1 2 2]
Episode: 96; Score: 0.0; Action: [0 0 0 0 0]
Episode: 97; Score: 0.09999999999999998; Action: [0 2 1 2 0]
Episode: 98; Score: -0.3500000000000001; Action: [1 0 1 0 0]
Episode: 99; Score: -0.050000000000000044; Action: [2 0 1 1 2]
Episode: 100; Score: -0.8; Action: [2 1 1 2 2]
Episode: 101; Score: -0.4500000000000002; Action: [2 0 1 1 2]
Episode: 102; Score: -0.9000000000000001; Action: [2 2 2 2 1]
Episode: 103; Score: -1.1; Action: [0 1 2 1 2]
Episode: 104; Score: -1.6; Action: [2 1 2 2 2]
Episode: 105; Score: -1.75; Action: [0 2 2 2 0]
Episode: 106; Score: -1.9500000000000002; Action: [0 2 0 1 2]
Episode: 107; Score: -1.9000000000000004; Action: [1 1 1 0 1]
Episode: 108; Score: -2.6; Action: [2 1 2 2 2]
Episode: 109; Score: -2.5500000000000003; Action: [1 1 2 1 0]
Episode: 110; Score: -2.5; Action: [0 2 1 2 0]
Episode: 111; Score: -2.7; Action: [0 1 1 1 0]
Episode: 112; Score: 1.0; Action: [0 0 0 0 0]
Episode: 113; Score: 0.04999999999999999; Action: [1 0 2 1 2]
Episode: 114; Score: -0.2; Action: [0 0 0 0 0]
Episode: 115; Score: -0.3500000000000001; Action: [1 0 2 2 0]
Episode: 116; Score: -0.6000000000000001; Action: [2 1 1 2 2]
Episode: 117; Score: -0.5; Action: [0 2 1 2 0]
Episode: 118; Score: -1.2000000000000002; Action: [0 0 2 0 1]
Episode: 119; Score: -0.6500000000000001; Action: [1 1 2 2 2]
Episode: 120; Score: -1.4000000000000001; Action: [0 0 0 0 0]
Episode: 121; Score: -1.05; Action: [2 0 0 2 2]
Episode: 122; Score: -1.75; Action: [1 0 2 2 1]
Episode: 123; Score: -1.9500000000000002; Action: [1 2 1 0 0]
Episode: 124; Score: -2.2; Action: [1 1 1 1 1]
Episode: 125; Score: -1.85; Action: [0 1 1 0 2]
Episode: 126; Score: -2.5500000000000003; Action: [2 0 2 1 0]
Episode: 127; Score: -2.5; Action: [0 0 1 2 1]
Episode: 128; Score: -3.0; Action: [1 1 1 1 1]
Episode: 129; Score: -3.4000000000000004; Action: [1 2 2 1 1]
Episode: 130; Score: -3.35; Action: [0 0 0 2 1]
Episode: 131; Score: -3.8000000000000003; Action: [0 0 2 0 1]
Episode: 132; Score: -3.8; Action: [2 1 1 2 2]
Episode: 133; Score: -3.95; Action: [1 0 1 0 0]
Episode: 134; Score: -3.6500000000000004; Action: [2 1 1 1 1]
Episode: 135; Score: -4.6000000000000005; Action: [1 2 2 0 0]
Episode: 136; Score: -4.6000000000000005; Action: [2 1 1 2 2]
Episode: 137; Score: 1.0; Action: [1 1 1 1 1]
Episode: 138; Score: 1.0; Action: [2 0 1 2 2]
Episode: 139; Score: 0.04999999999999999; Action: [0 2 0 0 2]
Episode: 140; Score: 1.0; Action: [0 0 0 0 0]
Episode: 141; Score: -0.2; Action: [1 0 2 1 0]
Episode: 142; Score: -0.15000000000000002; Action: [0 0 2 1 2]
Episode: 143; Score: -0.10000000000000009; Action: [0 0 2 2 2]
Episode: 144; Score: -0.6000000000000001; Action: [2 1 2 2 2]
Episode: 145; Score: -0.5; Action: [0 1 0 2 1]
Episode: 146; Score: -0.4500000000000002; Action: [2 1 0 2 1]
Episode: 147; Score: -1.1500000000000001; Action: [0 2 2 2 1]
Episode: 148; Score: -1.4000000000000001; Action: [1 1 1 1 1]
Episode: 149; Score: -1.05; Action: [2 1 0 2 1]
Episode: 150; Score: -1.5; Action: [1 0 0 2 2]
Episode: 151; Score: -2.2; Action: [0 2 2 1 0]
Episode: 152; Score: 1.0; Action: [0 0 0 0 0]
Episode: 153; Score: 0.04999999999999999; Action: [0 2 1 0 1]
Episode: 154; Score: -0.15000000000000002; Action: [1 1 2 0 1]
Episode: 155; Score: -0.10000000000000009; Action: [2 1 0 1 1]
Episode: 156; Score: -0.8; Action: [2 1 1 2 2]
Episode: 157; Score: -0.75; Action: [2 2 2 1 1]
Episode: 158; Score: -0.9500000000000002; Action: [0 1 0 0 0]
Episode: 159; Score: -1.1500000000000001; Action: [2 0 0 1 0]
Episode: 160; Score: 1.0; Action: [0 0 0 0 0]
Episode: 161; Score: 0.04999999999999999; Action: [1 2 1 0 0]
Episode: 162; Score: -0.15000000000000002; Action: [0 0 2 2 0]
Episode: 163; Score: 0.1499999999999999; Action: [2 1 1 0 1]
Episode: 164; Score: 1.0; Action: [0 0 0 0 0]
Episode: 165; Score: 0.04999999999999999; Action: [0 0 1 1 1]
Episode: 166; Score: -0.15000000000000002; Action: [1 1 0 1 0]
Episode: 167; Score: -0.6000000000000001; Action: [1 0 0 0 1]
Episode: 168; Score: -0.6000000000000001; Action: [2 1 2 2 2]
Episode: 169; Score: -1.0; Action: [0 2 0 1 1]
Episode: 170; Score: -0.4500000000000002; Action: [2 0 2 2 2]
Episode: 171; Score: -1.1500000000000001; Action: [0 1 0 1 0]
Episode: 172; Score: -1.4000000000000001; Action: [1 1 1 1 1]
Episode: 173; Score: -1.3; Action: [1 2 2 2 2]
Episode: 174; Score: -1.75; Action: [1 2 1 1 1]
Episode: 175; Score: -1.9500000000000002; Action: [2 2 2 1 1]
Episode: 176; Score: -2.2; Action: [2 1 1 2 2]
Episode: 177; Score: -2.35; Action: [1 0 2 2 0]
Episode: 178; Score: -2.5500000000000003; Action: [2 2 0 0 1]
Episode: 179; Score: -2.25; Action: [1 1 1 1 2]
Episode: 180; Score: -3.2; Action: [2 1 1 2 2]
Episode: 181; Score: -2.9000000000000004; Action: [1 2 0 2 2]
Episode: 182; Score: -3.35; Action: [2 0 0 1 0]
Episode: 183; Score: -3.5500000000000003; Action: [1 2 0 0 2]
Episode: 184; Score: 1.0; Action: [0 0 0 0 0]
Episode: 185; Score: 0.3; Action: [0 2 1 2 1]
Episode: 186; Score: -0.4; Action: [0 2 2 1 0]
Episode: 187; Score: -0.10000000000000009; Action: [1 1 0 1 2]
Episode: 188; Score: -0.6000000000000001; Action: [2 1 2 2 2]
Episode: 189; Score: -1.0; Action: [1 0 2 1 1]
Episode: 190; Score: -0.9500000000000002; Action: [1 2 1 0 1]
Episode: 191; Score: -1.4000000000000001; Action: [0 2 2 1 1]
Episode: 192; Score: -1.4000000000000001; Action: [0 0 0 0 0]
Episode: 193; Score: -1.3; Action: [1 1 1 0 1]
Episode: 194; Score: -1.75; Action: [2 0 2 0 0]
Episode: 195; Score: -1.9500000000000002; Action: [0 0 0 2 0]
Episode: 196; Score: -2.2; Action: [0 0 0 0 0]
Episode: 197; Score: -1.85; Action: [0 1 0 2 2]
Episode: 198; Score: -2.5500000000000003; Action: [0 0 0 0 2]
Episode: 199; Score: -2.5; Action: [2 2 0 2 1]
Episode: 200; Score: -3.0; Action: [1 1 1 1 1]
Episode: 201; Score: -3.4000000000000004; Action: [0 2 2 0 0]
Episode: 202; Score: -3.6; Action: [1 2 2 1 1]
Episode: 203; Score: -3.3000000000000003; Action: [1 0 1 2 1]
Episode: 204; Score: -3.8; Action: [1 1 1 1 1]
Episode: 205; Score: -4.2; Action: [1 2 2 1 0]
Episode: 206; Score: -4.15; Action: [0 1 2 0 0]
Episode: 207; Score: -4.3500000000000005; Action: [2 2 0 1 1]
Episode: 208; Score: -4.800000000000001; Action: [2 1 2 2 2]
Episode: 209; Score: 1.0; Action: [2 1 1 0 2]
